repeat,shot,classifier,feature_set,training,accuracy,macro_f1,selected_parameters
6,3,mlp,raw,nested_tuned,0.5217391304347826,0.5045430102598887,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [128, 64]}"
6,3,svm,raw_pca11,fixed,0.6434782608695652,0.6413804224048966,
6,3,svm,raw_pca11,nested_tuned,0.6260869565217392,0.6258547008547009,"{""model__C"": 0.1, ""model__gamma"": 0.01}"
6,3,knn,raw_pca11,fixed,0.5739130434782609,0.5757731966398405,
6,3,knn,raw_pca11,nested_tuned,0.5652173913043478,0.5616663152716284,"{""model__n_neighbors"": 7, ""model__weights"": ""distance""}"
6,3,mlp,raw_pca11,fixed,0.6086956521739131,0.6058989115495462,
6,3,mlp,raw_pca11,nested_tuned,0.5739130434782609,0.5779613819782564,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [32]}"
6,3,svm,raw_pca17,fixed,0.6956521739130435,0.7254649081854964,
6,3,svm,raw_pca17,nested_tuned,0.6695652173913044,0.6937752350515759,"{""model__C"": 0.1, ""model__gamma"": 1.0}"
6,3,knn,raw_pca17,fixed,0.6608695652173913,0.6790472020073538,
6,3,knn,raw_pca17,nested_tuned,0.48695652173913045,0.47088194414281376,"{""model__n_neighbors"": 9, ""model__weights"": ""distance""}"
6,3,mlp,raw_pca17,fixed,0.6521739130434783,0.669469785230933,
6,3,mlp,raw_pca17,nested_tuned,0.6521739130434783,0.669469785230933,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [128, 64]}"
6,3,svm,joint_angle,fixed,0.6956521739130435,0.7035124169939196,
6,3,svm,joint_angle,nested_tuned,0.6,0.5771252528034515,"{""model__C"": 0.1, ""model__gamma"": 1.0}"
6,3,knn,joint_angle,fixed,0.7217391304347827,0.7278916874119273,
6,3,knn,joint_angle,nested_tuned,0.7478260869565218,0.752382725185098,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
6,3,mlp,joint_angle,fixed,0.7304347826086957,0.7378741610993753,
6,3,mlp,joint_angle,nested_tuned,0.7304347826086957,0.7378741610993753,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [128, 64]}"
6,3,svm,corrected,fixed,0.7130434782608696,0.7286696454153759,
6,3,svm,corrected,nested_tuned,0.6521739130434783,0.6314451977561734,"{""model__C"": 0.1, ""model__gamma"": 1.0}"
6,3,knn,corrected,fixed,0.7304347826086957,0.7312064347404276,
6,3,knn,corrected,nested_tuned,0.6869565217391305,0.6926212395074574,"{""model__n_neighbors"": 3, ""model__weights"": ""uniform""}"
6,3,mlp,corrected,fixed,0.7304347826086957,0.7277412085830655,
6,3,mlp,corrected,nested_tuned,0.6347826086956522,0.6350602189417979,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [64, 32]}"
6,3,svm,optimized_action,fixed,0.6782608695652174,0.6962427174879036,
6,3,svm,optimized_action,nested_tuned,0.5652173913043478,0.5256405152956878,"{""model__C"": 0.1, ""model__gamma"": 1.0}"
6,3,knn,optimized_action,fixed,0.7217391304347827,0.725038714672861,
6,3,knn,optimized_action,nested_tuned,0.6782608695652174,0.6839628089628089,"{""model__n_neighbors"": 3, ""model__weights"": ""uniform""}"
6,3,mlp,optimized_action,fixed,0.7130434782608696,0.7068450288314465,
6,3,mlp,optimized_action,nested_tuned,0.6434782608695652,0.6383404450494893,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [32]}"
6,3,svm,optimized_full,fixed,0.4782608695652174,0.49433001708543506,
6,3,svm,optimized_full,nested_tuned,0.41739130434782606,0.43855892432430427,"{""model__C"": 1.0, ""model__gamma"": 0.01}"
6,3,knn,optimized_full,fixed,0.43478260869565216,0.4382946856631067,
6,3,knn,optimized_full,nested_tuned,0.4434782608695652,0.44465349465349463,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
6,3,mlp,optimized_full,fixed,0.5304347826086957,0.5364092949458803,
6,3,mlp,optimized_full,nested_tuned,0.5304347826086957,0.5364092949458803,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [128, 64]}"
7,3,svm,raw,fixed,0.3826086956521739,0.35607085634242064,
7,3,svm,raw,nested_tuned,0.3391304347826087,0.3284519168291098,"{""model__C"": 0.1, ""model__gamma"": 0.1}"
7,3,knn,raw,fixed,0.30434782608695654,0.29552703455142476,
7,3,knn,raw,nested_tuned,0.2956521739130435,0.26965435599844195,"{""model__n_neighbors"": 5, ""model__weights"": ""distance""}"
7,3,mlp,raw,fixed,0.3652173913043478,0.3470286830321574,
7,3,mlp,raw,nested_tuned,0.4,0.3993325883620675,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [32]}"
7,3,svm,raw_pca11,fixed,0.6,0.6083842083842084,
7,3,svm,raw_pca11,nested_tuned,0.5217391304347826,0.5065592903828198,"{""model__C"": 0.1, ""model__gamma"": 1.0}"
7,3,knn,raw_pca11,fixed,0.5478260869565217,0.5529467904797883,
7,3,knn,raw_pca11,nested_tuned,0.5739130434782609,0.5761710131729108,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
7,3,mlp,raw_pca11,fixed,0.591304347826087,0.5920335603841386,
7,3,mlp,raw_pca11,nested_tuned,0.6347826086956522,0.6414955773146858,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [64]}"
7,3,svm,raw_pca17,fixed,0.6695652173913044,0.6709885594294197,
7,3,svm,raw_pca17,nested_tuned,0.6608695652173913,0.6657203421909305,"{""model__C"": 0.1, ""model__gamma"": ""scale""}"
7,3,knn,raw_pca17,fixed,0.6347826086956522,0.6344272844272844,
7,3,knn,raw_pca17,nested_tuned,0.6347826086956522,0.6344272844272844,"{""model__n_neighbors"": 3, ""model__weights"": ""distance""}"
7,3,mlp,raw_pca17,fixed,0.6782608695652174,0.6788876650867864,
7,3,mlp,raw_pca17,nested_tuned,0.6782608695652174,0.6788876650867864,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [128, 64]}"
7,3,svm,joint_angle,fixed,0.7391304347826086,0.7469413234119117,
7,3,svm,joint_angle,nested_tuned,0.7478260869565218,0.755501443001443,"{""model__C"": 5.0, ""model__gamma"": 0.01}"
7,3,knn,joint_angle,fixed,0.6086956521739131,0.6137254901960784,
7,3,knn,joint_angle,nested_tuned,0.7391304347826086,0.7466186540629516,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
7,3,mlp,joint_angle,fixed,0.6782608695652174,0.6883812827835599,
7,3,mlp,joint_angle,nested_tuned,0.6608695652173913,0.6697042997710455,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [64, 32]}"
7,3,svm,corrected,fixed,0.6695652173913044,0.6616958444929724,
7,3,svm,corrected,nested_tuned,0.6869565217391305,0.6769348682208567,"{""model__C"": 5.0, ""model__gamma"": ""auto""}"
7,3,knn,corrected,fixed,0.6434782608695652,0.6222307104660046,
7,3,knn,corrected,nested_tuned,0.6869565217391305,0.6911778078209392,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
7,3,mlp,corrected,fixed,0.6521739130434783,0.629469696969697,
7,3,mlp,corrected,nested_tuned,0.6521739130434783,0.629469696969697,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [128, 64]}"
7,3,svm,optimized_action,fixed,0.7043478260869566,0.6957499150738684,
7,3,svm,optimized_action,nested_tuned,0.7043478260869566,0.6957499150738684,"{""model__C"": 5.0, ""model__gamma"": ""scale""}"
7,3,knn,optimized_action,fixed,0.6521739130434783,0.6431780208095997,
7,3,knn,optimized_action,nested_tuned,0.6521739130434783,0.6431780208095997,"{""model__n_neighbors"": 3, ""model__weights"": ""distance""}"
7,3,mlp,optimized_action,fixed,0.7043478260869566,0.7057191628720338,
7,3,mlp,optimized_action,nested_tuned,0.7043478260869566,0.7057191628720338,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [128, 64]}"
7,3,svm,optimized_full,fixed,0.3826086956521739,0.37467595757069444,
7,3,svm,optimized_full,nested_tuned,0.391304347826087,0.4054884233191825,"{""model__C"": 0.1, ""model__gamma"": 0.01}"
7,3,knn,optimized_full,fixed,0.3652173913043478,0.35472088821649433,
7,3,knn,optimized_full,nested_tuned,0.4,0.40158172477013054,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
7,3,mlp,optimized_full,fixed,0.34782608695652173,0.3188285291943828,
7,3,mlp,optimized_full,nested_tuned,0.34782608695652173,0.3188285291943828,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [128, 64]}"
8,3,svm,raw,fixed,0.3652173913043478,0.3481407971029144,
8,3,svm,raw,nested_tuned,0.30434782608695654,0.31232992390887127,"{""model__C"": 0.1, ""model__gamma"": 0.1}"
8,3,knn,raw,fixed,0.3739130434782609,0.36310264199464765,
8,3,knn,raw,nested_tuned,0.3739130434782609,0.36310264199464765,"{""model__n_neighbors"": 3, ""model__weights"": ""distance""}"
8,3,mlp,raw,fixed,0.3739130434782609,0.37613530549577057,
8,3,mlp,raw,nested_tuned,0.3826086956521739,0.3571669071669072,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [32]}"
8,3,svm,raw_pca11,fixed,0.591304347826087,0.589324287245167,
8,3,svm,raw_pca11,nested_tuned,0.4608695652173913,0.4500728695551333,"{""model__C"": 5.0, ""model__gamma"": 0.1}"
8,3,knn,raw_pca11,fixed,0.5130434782608696,0.5010714285714285,
8,3,knn,raw_pca11,nested_tuned,0.5652173913043478,0.556263482734071,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
8,3,mlp,raw_pca11,fixed,0.6173913043478261,0.5938503431931136,
8,3,mlp,raw_pca11,nested_tuned,0.6521739130434783,0.6590087370745893,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [64, 32]}"
8,3,svm,raw_pca17,fixed,0.6347826086956522,0.6339629524222549,
8,3,svm,raw_pca17,nested_tuned,0.43478260869565216,0.39236761204724596,"{""model__C"": 1.0, ""model__gamma"": 1.0}"
8,3,knn,raw_pca17,fixed,0.6173913043478261,0.6005104996557412,
8,3,knn,raw_pca17,nested_tuned,0.6956521739130435,0.6839086930620111,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
8,3,mlp,raw_pca17,fixed,0.6869565217391305,0.6616565545136973,
8,3,mlp,raw_pca17,nested_tuned,0.6434782608695652,0.6310643713387388,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [64]}"
8,3,svm,joint_angle,fixed,0.7913043478260869,0.7754656196516662,
8,3,svm,joint_angle,nested_tuned,0.7043478260869566,0.681136785052061,"{""model__C"": 0.1, ""model__gamma"": ""scale""}"
8,3,knn,joint_angle,fixed,0.6782608695652174,0.6729583803752601,
8,3,knn,joint_angle,nested_tuned,0.7130434782608696,0.7107811943950647,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
8,3,mlp,joint_angle,fixed,0.7913043478260869,0.7884451314224233,
8,3,mlp,joint_angle,nested_tuned,0.7913043478260869,0.7884451314224233,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [128, 64]}"
8,3,svm,corrected,fixed,0.7739130434782608,0.7790018317352212,
8,3,svm,corrected,nested_tuned,0.7739130434782608,0.7790018317352212,"{""model__C"": 5.0, ""model__gamma"": ""scale""}"
8,3,knn,corrected,fixed,0.591304347826087,0.5571482599678088,
8,3,knn,corrected,nested_tuned,0.6869565217391305,0.6727960977681021,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
8,3,mlp,corrected,fixed,0.808695652173913,0.8073573954192331,
8,3,mlp,corrected,nested_tuned,0.7652173913043478,0.7649105872790084,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [64, 32]}"
8,3,svm,optimized_action,fixed,0.6956521739130435,0.6955962521853994,
8,3,svm,optimized_action,nested_tuned,0.6956521739130435,0.6955962521853994,"{""model__C"": 5.0, ""model__gamma"": ""scale""}"
8,3,knn,optimized_action,fixed,0.6173913043478261,0.5797261083114474,
8,3,knn,optimized_action,nested_tuned,0.7043478260869566,0.6922094014301275,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
8,3,mlp,optimized_action,fixed,0.7913043478260869,0.7854174026988782,
8,3,mlp,optimized_action,nested_tuned,0.7217391304347827,0.7125395161305051,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [32]}"
8,3,svm,optimized_full,fixed,0.5217391304347826,0.5007833436404865,
8,3,svm,optimized_full,nested_tuned,0.4956521739130435,0.5022450273359486,"{""model__C"": 0.1, ""model__gamma"": 1.0}"
8,3,knn,optimized_full,fixed,0.4956521739130435,0.5008882428940569,
8,3,knn,optimized_full,nested_tuned,0.46956521739130436,0.4698441649623004,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
8,3,mlp,optimized_full,fixed,0.4956521739130435,0.48826638016396445,
8,3,mlp,optimized_full,nested_tuned,0.5391304347826087,0.522630370906233,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [64]}"
9,3,svm,raw,fixed,0.33043478260869563,0.3300689190933094,
9,3,svm,raw,nested_tuned,0.2956521739130435,0.295930121409661,"{""model__C"": 0.1, ""model__gamma"": 1.0}"
9,3,knn,raw,fixed,0.30434782608695654,0.30305542364365895,
9,3,knn,raw,nested_tuned,0.30434782608695654,0.30305542364365895,"{""model__n_neighbors"": 3, ""model__weights"": ""distance""}"
9,3,mlp,raw,fixed,0.3652173913043478,0.36170055997642203,
9,3,mlp,raw,nested_tuned,0.3652173913043478,0.36170055997642203,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [128, 64]}"
9,3,svm,raw_pca11,fixed,0.5130434782608696,0.5259493602351848,
9,3,svm,raw_pca11,nested_tuned,0.46956521739130436,0.48083093660373866,"{""model__C"": 0.1, ""model__gamma"": ""scale""}"
9,3,knn,raw_pca11,fixed,0.4956521739130435,0.4716521751562182,
9,3,knn,raw_pca11,nested_tuned,0.4956521739130435,0.4716521751562182,"{""model__n_neighbors"": 3, ""model__weights"": ""distance""}"
9,3,mlp,raw_pca11,fixed,0.6,0.6021370694238208,
9,3,mlp,raw_pca11,nested_tuned,0.5652173913043478,0.5634601330440642,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [64]}"
9,3,svm,raw_pca17,fixed,0.5652173913043478,0.5727727406752174,
9,3,svm,raw_pca17,nested_tuned,0.5652173913043478,0.5727727406752174,"{""model__C"": 5.0, ""model__gamma"": ""scale""}"
9,3,knn,raw_pca17,fixed,0.5826086956521739,0.5733597528655668,
9,3,knn,raw_pca17,nested_tuned,0.5565217391304348,0.5475040257648954,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
9,3,mlp,raw_pca17,fixed,0.6521739130434783,0.6460126177432872,
9,3,mlp,raw_pca17,nested_tuned,0.6521739130434783,0.6460126177432872,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [128, 64]}"
9,3,svm,joint_angle,fixed,0.7478260869565218,0.7487081501616385,
9,3,svm,joint_angle,nested_tuned,0.6782608695652174,0.6734419574281326,"{""model__C"": 0.1, ""model__gamma"": ""scale""}"
9,3,knn,joint_angle,fixed,0.591304347826087,0.5820850273735868,
9,3,knn,joint_angle,nested_tuned,0.6608695652173913,0.6444212232937723,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
9,3,mlp,joint_angle,fixed,0.7565217391304347,0.7451124894402206,
9,3,mlp,joint_angle,nested_tuned,0.8,0.8008250794515236,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [64, 32]}"
9,3,svm,corrected,fixed,0.6956521739130435,0.692155756241343,
9,3,svm,corrected,nested_tuned,0.4434782608695652,0.3928222089487157,"{""model__C"": 0.1, ""model__gamma"": 1.0}"
9,3,knn,corrected,fixed,0.6086956521739131,0.5796852329531151,
9,3,knn,corrected,nested_tuned,0.6608695652173913,0.629646687734923,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
9,3,mlp,corrected,fixed,0.7304347826086957,0.720104739716406,
9,3,mlp,corrected,nested_tuned,0.7391304347826086,0.7413904432922817,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [64, 32]}"
9,3,svm,optimized_action,fixed,0.7130434782608696,0.7119997538089193,
9,3,svm,optimized_action,nested_tuned,0.5826086956521739,0.5670151924099293,"{""model__C"": 0.1, ""model__gamma"": 0.01}"
9,3,knn,optimized_action,fixed,0.5652173913043478,0.5609778436297065,
9,3,knn,optimized_action,nested_tuned,0.5304347826086957,0.48728207782555605,"{""model__n_neighbors"": 9, ""model__weights"": ""distance""}"
9,3,mlp,optimized_action,fixed,0.7304347826086957,0.7283718991036064,
9,3,mlp,optimized_action,nested_tuned,0.7304347826086957,0.7283718991036064,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [128, 64]}"
9,3,svm,optimized_full,fixed,0.3739130434782609,0.3902017170959407,
9,3,svm,optimized_full,nested_tuned,0.3826086956521739,0.3839410118052389,"{""model__C"": 0.1, ""model__gamma"": ""scale""}"
9,3,knn,optimized_full,fixed,0.3652173913043478,0.3678481733766286,
9,3,knn,optimized_full,nested_tuned,0.3130434782608696,0.29088390015518556,"{""model__n_neighbors"": 9, ""model__weights"": ""distance""}"
9,3,mlp,optimized_full,fixed,0.3565217391304348,0.37245071561156307,
9,3,mlp,optimized_full,nested_tuned,0.3652173913043478,0.36719008812032067,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [32]}"
10,3,svm,raw,fixed,0.3391304347826087,0.2941863834667433,
10,3,svm,raw,nested_tuned,0.3391304347826087,0.2941863834667433,"{""model__C"": 5.0, ""model__gamma"": ""scale""}"
10,3,knn,raw,fixed,0.30434782608695654,0.28329032169810137,
10,3,knn,raw,nested_tuned,0.2956521739130435,0.26234124425613786,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
10,3,mlp,raw,fixed,0.3217391304347826,0.2838272725133027,
10,3,mlp,raw,nested_tuned,0.3217391304347826,0.2838272725133027,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [128, 64]}"
10,3,svm,raw_pca11,fixed,0.5826086956521739,0.5846055648282992,
10,3,svm,raw_pca11,nested_tuned,0.5826086956521739,0.5821404247925644,"{""model__C"": 0.1, ""model__gamma"": 0.01}"
10,3,knn,raw_pca11,fixed,0.5391304347826087,0.5163150257375181,
10,3,knn,raw_pca11,nested_tuned,0.5565217391304348,0.5493762688354417,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
10,3,mlp,raw_pca11,fixed,0.6434782608695652,0.6303329029235989,
10,3,mlp,raw_pca11,nested_tuned,0.6434782608695652,0.6303329029235989,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [128, 64]}"
10,3,svm,raw_pca17,fixed,0.6086956521739131,0.6096275398636893,
10,3,svm,raw_pca17,nested_tuned,0.3652173913043478,0.376585078668412,"{""model__C"": 5.0, ""model__gamma"": 0.1}"
10,3,knn,raw_pca17,fixed,0.591304347826087,0.577393373045547,
10,3,knn,raw_pca17,nested_tuned,0.6,0.5880702932333367,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
10,3,mlp,raw_pca17,fixed,0.6260869565217392,0.6157265057504269,
10,3,mlp,raw_pca17,nested_tuned,0.6173913043478261,0.6108863457267713,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [64]}"
10,3,svm,joint_angle,fixed,0.6434782608695652,0.65308168533975,
10,3,svm,joint_angle,nested_tuned,0.6086956521739131,0.6117864488216826,"{""model__C"": 0.1, ""model__gamma"": 0.01}"
10,3,knn,joint_angle,fixed,0.6608695652173913,0.6657435852482291,
10,3,knn,joint_angle,nested_tuned,0.6608695652173913,0.6657435852482291,"{""model__n_neighbors"": 3, ""model__weights"": ""distance""}"
10,3,mlp,joint_angle,fixed,0.7217391304347827,0.7263963329763156,
10,3,mlp,joint_angle,nested_tuned,0.7130434782608696,0.7105293330261239,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [64, 32]}"
10,3,svm,corrected,fixed,0.7304347826086957,0.7258620431964188,
10,3,svm,corrected,nested_tuned,0.6608695652173913,0.6385384942856207,"{""model__C"": 0.1, ""model__gamma"": 1.0}"
10,3,knn,corrected,fixed,0.6434782608695652,0.6445530606099712,
10,3,knn,corrected,nested_tuned,0.5130434782608696,0.5013791308873277,"{""model__n_neighbors"": 9, ""model__weights"": ""distance""}"
10,3,mlp,corrected,fixed,0.7130434782608696,0.7126509233431104,
10,3,mlp,corrected,nested_tuned,0.7391304347826086,0.7267102117645595,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [32]}"
10,3,svm,optimized_action,fixed,0.7391304347826086,0.7411154225178617,
10,3,svm,optimized_action,nested_tuned,0.7304347826086957,0.7321621755445286,"{""model__C"": 5.0, ""model__gamma"": 0.01}"
10,3,knn,optimized_action,fixed,0.6782608695652174,0.6724247637543895,
10,3,knn,optimized_action,nested_tuned,0.6782608695652174,0.6724247637543895,"{""model__n_neighbors"": 3, ""model__weights"": ""distance""}"
10,3,mlp,optimized_action,fixed,0.7652173913043478,0.7658257611987885,
10,3,mlp,optimized_action,nested_tuned,0.6869565217391305,0.6833217833217834,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [32]}"
10,3,svm,optimized_full,fixed,0.4434782608695652,0.45086462509199476,
10,3,svm,optimized_full,nested_tuned,0.4434782608695652,0.45086462509199476,"{""model__C"": 5.0, ""model__gamma"": ""scale""}"
10,3,knn,optimized_full,fixed,0.3565217391304348,0.35970355382120095,
10,3,knn,optimized_full,nested_tuned,0.24347826086956523,0.20847818752567035,"{""model__n_neighbors"": 3, ""model__weights"": ""uniform""}"
10,3,mlp,optimized_full,fixed,0.43478260869565216,0.4349935195523431,
10,3,mlp,optimized_full,nested_tuned,0.4434782608695652,0.4397635130607267,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [64, 32]}"
11,3,svm,raw,fixed,0.391304347826087,0.3728822334645403,
11,3,svm,raw,nested_tuned,0.3217391304347826,0.3030063574539902,"{""model__C"": 0.1, ""model__gamma"": 0.01}"
11,3,knn,raw,fixed,0.26956521739130435,0.2541480156612432,
11,3,knn,raw,nested_tuned,0.22608695652173913,0.22976333210131408,"{""model__n_neighbors"": 9, ""model__weights"": ""distance""}"
11,3,mlp,raw,fixed,0.391304347826087,0.38035958035958034,
11,3,mlp,raw,nested_tuned,0.33043478260869563,0.32271912565044975,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [32]}"
11,3,svm,raw_pca11,fixed,0.6521739130434783,0.6823292414852481,
11,3,svm,raw_pca11,nested_tuned,0.6521739130434783,0.6743018334069649,"{""model__C"": 5.0, ""model__gamma"": 0.01}"
11,3,knn,raw_pca11,fixed,0.6782608695652174,0.6770590231062984,
11,3,knn,raw_pca11,nested_tuned,0.6782608695652174,0.6770590231062984,"{""model__n_neighbors"": 3, ""model__weights"": ""distance""}"
11,3,mlp,raw_pca11,fixed,0.7130434782608696,0.7180584121760593,
11,3,mlp,raw_pca11,nested_tuned,0.6086956521739131,0.6171219847690436,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [32]}"
11,3,svm,raw_pca17,fixed,0.6869565217391305,0.7082097114280318,
11,3,svm,raw_pca17,nested_tuned,0.6260869565217392,0.6281022390677121,"{""model__C"": 0.1, ""model__gamma"": 1.0}"
11,3,knn,raw_pca17,fixed,0.6086956521739131,0.6117343304843305,
11,3,knn,raw_pca17,nested_tuned,0.6260869565217392,0.6281022390677121,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
11,3,mlp,raw_pca17,fixed,0.7043478260869566,0.7167732804765129,
11,3,mlp,raw_pca17,nested_tuned,0.591304347826087,0.590159083182339,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [32]}"
11,3,svm,joint_angle,fixed,0.8,0.8066108507284979,
11,3,svm,joint_angle,nested_tuned,0.8,0.8066108507284979,"{""model__C"": 5.0, ""model__gamma"": ""scale""}"
11,3,knn,joint_angle,fixed,0.6782608695652174,0.6893178893178894,
11,3,knn,joint_angle,nested_tuned,0.7913043478260869,0.7981773546069032,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
11,3,mlp,joint_angle,fixed,0.7913043478260869,0.791183876917191,
11,3,mlp,joint_angle,nested_tuned,0.7565217391304347,0.7585645909649291,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [32]}"
11,3,svm,corrected,fixed,0.782608695652174,0.7835053565736083,
11,3,svm,corrected,nested_tuned,0.5391304347826087,0.5451006441223832,"{""model__C"": 1.0, ""model__gamma"": 1.0}"
11,3,knn,corrected,fixed,0.7391304347826086,0.7439368350469633,
11,3,knn,corrected,nested_tuned,0.6608695652173913,0.6617182005940179,"{""model__n_neighbors"": 5, ""model__weights"": ""distance""}"
11,3,mlp,corrected,fixed,0.782608695652174,0.7805596069326047,
11,3,mlp,corrected,nested_tuned,0.782608695652174,0.7805596069326047,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [128, 64]}"
11,3,svm,optimized_action,fixed,0.782608695652174,0.7848611128228091,
11,3,svm,optimized_action,nested_tuned,0.782608695652174,0.7848611128228091,"{""model__C"": 5.0, ""model__gamma"": ""scale""}"
11,3,knn,optimized_action,fixed,0.7217391304347827,0.7213909907768357,
11,3,knn,optimized_action,nested_tuned,0.782608695652174,0.7829852408799778,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
11,3,mlp,optimized_action,fixed,0.782608695652174,0.7842809769527862,
11,3,mlp,optimized_action,nested_tuned,0.7739130434782608,0.772419563950221,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [64, 32]}"
11,3,svm,optimized_full,fixed,0.5217391304347826,0.5203957318327638,
11,3,svm,optimized_full,nested_tuned,0.5304347826086957,0.5281967681967682,"{""model__C"": 0.1, ""model__gamma"": 1.0}"
11,3,knn,optimized_full,fixed,0.5217391304347826,0.5102020793426031,
11,3,knn,optimized_full,nested_tuned,0.4956521739130435,0.4777937191136617,"{""model__n_neighbors"": 5, ""model__weights"": ""distance""}"
11,3,mlp,optimized_full,fixed,0.5652173913043478,0.5610649842073991,
11,3,mlp,optimized_full,nested_tuned,0.5652173913043478,0.5610649842073991,"{""model__alpha"": 0.01, ""model__hidden_layer_sizes"": [128, 64]}"
12,3,svm,raw,fixed,0.3739130434782609,0.3636900918829416,
12,3,svm,raw,nested_tuned,0.34782608695652173,0.33747510800718156,"{""model__C"": 0.1, ""model__gamma"": 1.0}"
12,3,knn,raw,fixed,0.3217391304347826,0.31052259741567306,
12,3,knn,raw,nested_tuned,0.34782608695652173,0.3320639556920045,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
12,3,mlp,raw,fixed,0.40869565217391307,0.3909283615165968,
12,3,mlp,raw,nested_tuned,0.391304347826087,0.3736793073234967,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [32]}"
12,3,svm,raw_pca11,fixed,0.4782608695652174,0.4805656581629067,
12,3,svm,raw_pca11,nested_tuned,0.48695652173913045,0.46978292651919645,"{""model__C"": 0.1, ""model__gamma"": 1.0}"
12,3,knn,raw_pca11,fixed,0.4608695652173913,0.46661009738332004,
12,3,knn,raw_pca11,nested_tuned,0.46956521739130436,0.4714065345016847,"{""model__n_neighbors"": 1, ""model__weights"": ""uniform""}"
12,3,mlp,raw_pca11,fixed,0.4782608695652174,0.47088101956523004,
12,3,mlp,raw_pca11,nested_tuned,0.45217391304347826,0.44651433837480353,"{""model__alpha"": 0.0001, ""model__hidden_layer_sizes"": [64]}"
12,3,svm,raw_pca17,fixed,0.4782608695652174,0.47024269827241544,
