shot,classifier,feature_set,true_label,predicted_label,count
1,rf,corrected,orchid_finger,deer_horn,87
1,rf,corrected,orchid_finger,flower_pinch,43
1,rf,corrected,orchid_finger,orchid_finger,146
1,rf,corrected,orchid_finger,orchid_palm,49
1,rf,corrected,orchid_finger,prayer_beads,19
1,rf,corrected,orchid_finger,three_finger_bent,23
1,rf,corrected,orchid_palm,deer_horn,53
1,rf,corrected,orchid_palm,flower_pinch,60
1,rf,corrected,orchid_palm,orchid_finger,47
1,rf,corrected,orchid_palm,orchid_palm,194
1,rf,corrected,orchid_palm,prayer_beads,60
1,rf,corrected,orchid_palm,three_finger_bent,26
1,rf,corrected,prayer_beads,deer_horn,27
1,rf,corrected,prayer_beads,flower_pinch,17
1,rf,corrected,prayer_beads,orchid_finger,30
1,rf,corrected,prayer_beads,orchid_palm,14
1,rf,corrected,prayer_beads,prayer_beads,280
1,rf,corrected,prayer_beads,three_finger_bent,5
1,rf,corrected,three_finger_bent,deer_horn,17
1,rf,corrected,three_finger_bent,flower_pinch,96
1,rf,corrected,three_finger_bent,orchid_finger,10
1,rf,corrected,three_finger_bent,orchid_palm,19
1,rf,corrected,three_finger_bent,prayer_beads,1
1,rf,corrected,three_finger_bent,three_finger_bent,217
1,rf,optimized_action,deer_horn,deer_horn,227
1,rf,optimized_action,deer_horn,flower_pinch,53
1,rf,optimized_action,deer_horn,orchid_finger,48
1,rf,optimized_action,deer_horn,orchid_palm,17
1,rf,optimized_action,deer_horn,prayer_beads,9
1,rf,optimized_action,deer_horn,three_finger_bent,26
1,rf,optimized_action,flower_pinch,deer_horn,57
1,rf,optimized_action,flower_pinch,flower_pinch,171
1,rf,optimized_action,flower_pinch,orchid_finger,22
1,rf,optimized_action,flower_pinch,orchid_palm,49
1,rf,optimized_action,flower_pinch,prayer_beads,6
1,rf,optimized_action,flower_pinch,three_finger_bent,75
1,rf,optimized_action,orchid_finger,deer_horn,91
1,rf,optimized_action,orchid_finger,flower_pinch,38
1,rf,optimized_action,orchid_finger,orchid_finger,145
1,rf,optimized_action,orchid_finger,orchid_palm,44
1,rf,optimized_action,orchid_finger,prayer_beads,19
1,rf,optimized_action,orchid_finger,three_finger_bent,30
1,rf,optimized_action,orchid_palm,deer_horn,52
1,rf,optimized_action,orchid_palm,flower_pinch,50
1,rf,optimized_action,orchid_palm,orchid_finger,46
1,rf,optimized_action,orchid_palm,orchid_palm,180
1,rf,optimized_action,orchid_palm,prayer_beads,70
1,rf,optimized_action,orchid_palm,three_finger_bent,42
1,rf,optimized_action,prayer_beads,deer_horn,26
1,rf,optimized_action,prayer_beads,flower_pinch,18
1,rf,optimized_action,prayer_beads,orchid_finger,33
1,rf,optimized_action,prayer_beads,orchid_palm,24
1,rf,optimized_action,prayer_beads,prayer_beads,270
1,rf,optimized_action,prayer_beads,three_finger_bent,2
1,rf,optimized_action,three_finger_bent,deer_horn,15
1,rf,optimized_action,three_finger_bent,flower_pinch,83
1,rf,optimized_action,three_finger_bent,orchid_finger,13
1,rf,optimized_action,three_finger_bent,orchid_palm,21
1,rf,optimized_action,three_finger_bent,prayer_beads,3
1,rf,optimized_action,three_finger_bent,three_finger_bent,225
1,rf,optimized_full,deer_horn,deer_horn,99
1,rf,optimized_full,deer_horn,flower_pinch,59
1,rf,optimized_full,deer_horn,orchid_finger,64
1,rf,optimized_full,deer_horn,orchid_palm,53
1,rf,optimized_full,deer_horn,prayer_beads,49
1,rf,optimized_full,deer_horn,three_finger_bent,56
1,rf,optimized_full,flower_pinch,deer_horn,39
1,rf,optimized_full,flower_pinch,flower_pinch,101
1,rf,optimized_full,flower_pinch,orchid_finger,73
1,rf,optimized_full,flower_pinch,orchid_palm,55
1,rf,optimized_full,flower_pinch,prayer_beads,39
1,rf,optimized_full,flower_pinch,three_finger_bent,73
1,rf,optimized_full,orchid_finger,deer_horn,66
1,rf,optimized_full,orchid_finger,flower_pinch,56
1,rf,optimized_full,orchid_finger,orchid_finger,86
1,rf,optimized_full,orchid_finger,orchid_palm,65
1,rf,optimized_full,orchid_finger,prayer_beads,47
1,rf,optimized_full,orchid_finger,three_finger_bent,47
1,rf,optimized_full,orchid_palm,deer_horn,54
1,rf,optimized_full,orchid_palm,flower_pinch,66
1,rf,optimized_full,orchid_palm,orchid_finger,81
1,rf,optimized_full,orchid_palm,orchid_palm,111
1,rf,optimized_full,orchid_palm,prayer_beads,78
1,rf,optimized_full,orchid_palm,three_finger_bent,50
1,rf,optimized_full,prayer_beads,deer_horn,33
1,rf,optimized_full,prayer_beads,flower_pinch,46
1,rf,optimized_full,prayer_beads,orchid_finger,36
