shot,classifier,metric,comparison,mean_difference,std_difference,ci95_difference,positive_repeats,equal_repeats,negative_repeats,wilcoxon_p
10,rf,accuracy,optimized_action_minus_joint_angle,0.0029565217391304376,0.024754980786177303,0.006931394620129644,23,5,22,0.4473001900947835
10,rf,macro_f1,optimized_action_minus_joint_angle,0.0030319561838434116,0.025027882866339765,0.007007807202575133,27,0,23,0.4375680954084249
10,rf,accuracy,optimized_action_minus_corrected,-0.002956521739130429,0.02127220290090071,0.005956216812252198,21,6,23,0.42502154929929004
10,rf,macro_f1,optimized_action_minus_corrected,-0.0031320609949682552,0.021351077939193327,0.005978301822974132,23,0,27,0.3622430237473182
10,mlp,accuracy,joint_angle_minus_raw,0.27269565217391306,0.05672231968188993,0.01588224951092918,50,0,0,7.453338845628262e-10
10,mlp,macro_f1,joint_angle_minus_raw,0.2751600141529554,0.05858528040091683,0.016403878512256713,50,0,0,1.7763568394002505e-15
10,mlp,accuracy,joint_angle_minus_raw_pca11,0.09408695652173911,0.045739130434782595,0.012806956521739125,50,0,0,7.339365758265277e-10
10,mlp,macro_f1,joint_angle_minus_raw_pca11,0.09521865877302428,0.046410852206932994,0.012995038617941239,50,0,0,1.7763568394002505e-15
10,mlp,accuracy,corrected_minus_joint_angle,0.0020869565217391316,0.037685796816088635,0.010552023108504817,21,9,20,0.7210158577559811
10,mlp,macro_f1,corrected_minus_joint_angle,0.0024552429401450615,0.037362560529287235,0.010461516948200425,25,0,25,0.7594325529338448
10,mlp,accuracy,optimized_action_minus_joint_angle,-0.007130434782608699,0.035115364826253874,0.009832302151351084,17,2,31,0.10349355050876428
10,mlp,macro_f1,optimized_action_minus_joint_angle,-0.007644221580618713,0.03592148916191379,0.01005801696533586,19,0,31,0.09513333936720869
10,mlp,accuracy,optimized_action_minus_corrected,-0.00921739130434783,0.026341368128064716,0.00737558307585812,14,7,29,0.0138301059493184
10,mlp,macro_f1,optimized_action_minus_corrected,-0.010099464520763775,0.0257348163757618,0.0072057485852133046,15,0,35,0.0036632546526647047
