shot,classifier,feature_set,true_label,predicted_label,count
1,knn,raw_pca11,three_finger_bent,orchid_finger,100
1,knn,raw_pca11,three_finger_bent,orchid_palm,76
1,knn,raw_pca11,three_finger_bent,prayer_beads,80
1,knn,raw_pca11,three_finger_bent,three_finger_bent,381
1,knn,raw_pca17,deer_horn,deer_horn,580
1,knn,raw_pca17,deer_horn,flower_pinch,118
1,knn,raw_pca17,deer_horn,orchid_finger,81
1,knn,raw_pca17,deer_horn,orchid_palm,53
1,knn,raw_pca17,deer_horn,prayer_beads,36
1,knn,raw_pca17,deer_horn,three_finger_bent,82
1,knn,raw_pca17,flower_pinch,deer_horn,119
1,knn,raw_pca17,flower_pinch,flower_pinch,348
1,knn,raw_pca17,flower_pinch,orchid_finger,104
1,knn,raw_pca17,flower_pinch,orchid_palm,189
1,knn,raw_pca17,flower_pinch,prayer_beads,63
1,knn,raw_pca17,flower_pinch,three_finger_bent,127
1,knn,raw_pca17,orchid_finger,deer_horn,198
1,knn,raw_pca17,orchid_finger,flower_pinch,107
1,knn,raw_pca17,orchid_finger,orchid_finger,355
1,knn,raw_pca17,orchid_finger,orchid_palm,96
1,knn,raw_pca17,orchid_finger,prayer_beads,62
1,knn,raw_pca17,orchid_finger,three_finger_bent,107
1,knn,raw_pca17,orchid_palm,deer_horn,156
1,knn,raw_pca17,orchid_palm,flower_pinch,242
1,knn,raw_pca17,orchid_palm,orchid_finger,125
1,knn,raw_pca17,orchid_palm,orchid_palm,380
1,knn,raw_pca17,orchid_palm,prayer_beads,88
1,knn,raw_pca17,orchid_palm,three_finger_bent,109
1,knn,raw_pca17,prayer_beads,deer_horn,131
1,knn,raw_pca17,prayer_beads,flower_pinch,129
1,knn,raw_pca17,prayer_beads,orchid_finger,71
1,knn,raw_pca17,prayer_beads,orchid_palm,124
1,knn,raw_pca17,prayer_beads,prayer_beads,377
1,knn,raw_pca17,prayer_beads,three_finger_bent,93
1,knn,raw_pca17,three_finger_bent,deer_horn,140
1,knn,raw_pca17,three_finger_bent,flower_pinch,175
1,knn,raw_pca17,three_finger_bent,orchid_finger,79
1,knn,raw_pca17,three_finger_bent,orchid_palm,83
1,knn,raw_pca17,three_finger_bent,prayer_beads,58
1,knn,raw_pca17,three_finger_bent,three_finger_bent,365
1,mlp,corrected,deer_horn,deer_horn,529
1,mlp,corrected,deer_horn,flower_pinch,139
1,mlp,corrected,deer_horn,orchid_finger,118
1,mlp,corrected,deer_horn,orchid_palm,61
1,mlp,corrected,deer_horn,prayer_beads,32
1,mlp,corrected,deer_horn,three_finger_bent,71
1,mlp,corrected,flower_pinch,deer_horn,121
1,mlp,corrected,flower_pinch,flower_pinch,365
1,mlp,corrected,flower_pinch,orchid_finger,72
1,mlp,corrected,flower_pinch,orchid_palm,135
1,mlp,corrected,flower_pinch,prayer_beads,55
1,mlp,corrected,flower_pinch,three_finger_bent,202
1,mlp,corrected,orchid_finger,deer_horn,204
1,mlp,corrected,orchid_finger,flower_pinch,90
1,mlp,corrected,orchid_finger,orchid_finger,399
1,mlp,corrected,orchid_finger,orchid_palm,100
1,mlp,corrected,orchid_finger,prayer_beads,49
1,mlp,corrected,orchid_finger,three_finger_bent,83
1,mlp,corrected,orchid_palm,deer_horn,115
1,mlp,corrected,orchid_palm,flower_pinch,179
1,mlp,corrected,orchid_palm,orchid_finger,124
1,mlp,corrected,orchid_palm,orchid_palm,420
1,mlp,corrected,orchid_palm,prayer_beads,123
1,mlp,corrected,orchid_palm,three_finger_bent,139
1,mlp,corrected,prayer_beads,deer_horn,43
1,mlp,corrected,prayer_beads,flower_pinch,91
1,mlp,corrected,prayer_beads,orchid_finger,61
1,mlp,corrected,prayer_beads,orchid_palm,75
1,mlp,corrected,prayer_beads,prayer_beads,613
1,mlp,corrected,prayer_beads,three_finger_bent,42
1,mlp,corrected,three_finger_bent,deer_horn,39
1,mlp,corrected,three_finger_bent,flower_pinch,132
