shot,classifier,feature_set,condition,true_label,predicted_label,count
3,mlp,optimized_action,clean,three_finger_bent,orchid_palm,5
3,mlp,optimized_action,clean,three_finger_bent,prayer_beads,0
3,mlp,optimized_action,clean,three_finger_bent,three_finger_bent,297
3,mlp,optimized_action,occluded,deer_horn,deer_horn,254
3,mlp,optimized_action,occluded,deer_horn,flower_pinch,34
3,mlp,optimized_action,occluded,deer_horn,orchid_finger,53
3,mlp,optimized_action,occluded,deer_horn,orchid_palm,9
3,mlp,optimized_action,occluded,deer_horn,prayer_beads,7
3,mlp,optimized_action,occluded,deer_horn,three_finger_bent,23
3,mlp,optimized_action,occluded,flower_pinch,deer_horn,72
3,mlp,optimized_action,occluded,flower_pinch,flower_pinch,161
3,mlp,optimized_action,occluded,flower_pinch,orchid_finger,39
3,mlp,optimized_action,occluded,flower_pinch,orchid_palm,56
3,mlp,optimized_action,occluded,flower_pinch,prayer_beads,8
3,mlp,optimized_action,occluded,flower_pinch,three_finger_bent,44
3,mlp,optimized_action,occluded,orchid_finger,deer_horn,72
3,mlp,optimized_action,occluded,orchid_finger,flower_pinch,17
3,mlp,optimized_action,occluded,orchid_finger,orchid_finger,229
3,mlp,optimized_action,occluded,orchid_finger,orchid_palm,25
3,mlp,optimized_action,occluded,orchid_finger,prayer_beads,5
3,mlp,optimized_action,occluded,orchid_finger,three_finger_bent,19
3,mlp,optimized_action,occluded,orchid_palm,deer_horn,46
3,mlp,optimized_action,occluded,orchid_palm,flower_pinch,45
3,mlp,optimized_action,occluded,orchid_palm,orchid_finger,79
3,mlp,optimized_action,occluded,orchid_palm,orchid_palm,202
3,mlp,optimized_action,occluded,orchid_palm,prayer_beads,35
3,mlp,optimized_action,occluded,orchid_palm,three_finger_bent,33
3,mlp,optimized_action,occluded,prayer_beads,deer_horn,41
3,mlp,optimized_action,occluded,prayer_beads,flower_pinch,24
3,mlp,optimized_action,occluded,prayer_beads,orchid_finger,37
3,mlp,optimized_action,occluded,prayer_beads,orchid_palm,49
3,mlp,optimized_action,occluded,prayer_beads,prayer_beads,195
3,mlp,optimized_action,occluded,prayer_beads,three_finger_bent,27
3,mlp,optimized_action,occluded,three_finger_bent,deer_horn,33
3,mlp,optimized_action,occluded,three_finger_bent,flower_pinch,48
3,mlp,optimized_action,occluded,three_finger_bent,orchid_finger,34
3,mlp,optimized_action,occluded,three_finger_bent,orchid_palm,10
3,mlp,optimized_action,occluded,three_finger_bent,prayer_beads,2
3,mlp,optimized_action,occluded,three_finger_bent,three_finger_bent,233
3,mlp,optimized_full,clean,deer_horn,deer_horn,158
3,mlp,optimized_full,clean,deer_horn,flower_pinch,44
3,mlp,optimized_full,clean,deer_horn,orchid_finger,77
3,mlp,optimized_full,clean,deer_horn,orchid_palm,34
3,mlp,optimized_full,clean,deer_horn,prayer_beads,21
3,mlp,optimized_full,clean,deer_horn,three_finger_bent,46
3,mlp,optimized_full,clean,flower_pinch,deer_horn,54
3,mlp,optimized_full,clean,flower_pinch,flower_pinch,139
3,mlp,optimized_full,clean,flower_pinch,orchid_finger,46
3,mlp,optimized_full,clean,flower_pinch,orchid_palm,54
3,mlp,optimized_full,clean,flower_pinch,prayer_beads,15
3,mlp,optimized_full,clean,flower_pinch,three_finger_bent,72
3,mlp,optimized_full,clean,orchid_finger,deer_horn,57
3,mlp,optimized_full,clean,orchid_finger,flower_pinch,45
3,mlp,optimized_full,clean,orchid_finger,orchid_finger,135
3,mlp,optimized_full,clean,orchid_finger,orchid_palm,68
3,mlp,optimized_full,clean,orchid_finger,prayer_beads,33
3,mlp,optimized_full,clean,orchid_finger,three_finger_bent,29
3,mlp,optimized_full,clean,orchid_palm,deer_horn,44
3,mlp,optimized_full,clean,orchid_palm,flower_pinch,46
3,mlp,optimized_full,clean,orchid_palm,orchid_finger,71
3,mlp,optimized_full,clean,orchid_palm,orchid_palm,192
3,mlp,optimized_full,clean,orchid_palm,prayer_beads,55
3,mlp,optimized_full,clean,orchid_palm,three_finger_bent,32
3,mlp,optimized_full,clean,prayer_beads,deer_horn,20
3,mlp,optimized_full,clean,prayer_beads,flower_pinch,29
3,mlp,optimized_full,clean,prayer_beads,orchid_finger,15
3,mlp,optimized_full,clean,prayer_beads,orchid_palm,15
3,mlp,optimized_full,clean,prayer_beads,prayer_beads,271
3,mlp,optimized_full,clean,prayer_beads,three_finger_bent,23
3,mlp,optimized_full,clean,three_finger_bent,deer_horn,40
3,mlp,optimized_full,clean,three_finger_bent,flower_pinch,78
3,mlp,optimized_full,clean,three_finger_bent,orchid_finger,42
3,mlp,optimized_full,clean,three_finger_bent,orchid_palm,18
3,mlp,optimized_full,clean,three_finger_bent,prayer_beads,15
3,mlp,optimized_full,clean,three_finger_bent,three_finger_bent,167
3,mlp,optimized_full,occluded,deer_horn,deer_horn,171
3,mlp,optimized_full,occluded,deer_horn,flower_pinch,39
3,mlp,optimized_full,occluded,deer_horn,orchid_finger,85
3,mlp,optimized_full,occluded,deer_horn,orchid_palm,33
3,mlp,optimized_full,occluded,deer_horn,prayer_beads,13
3,mlp,optimized_full,occluded,deer_horn,three_finger_bent,39
3,mlp,optimized_full,occluded,flower_pinch,deer_horn,76
3,mlp,optimized_full,occluded,flower_pinch,flower_pinch,113
3,mlp,optimized_full,occluded,flower_pinch,orchid_finger,79
3,mlp,optimized_full,occluded,flower_pinch,orchid_palm,43
3,mlp,optimized_full,occluded,flower_pinch,prayer_beads,6
3,mlp,optimized_full,occluded,flower_pinch,three_finger_bent,63
3,mlp,optimized_full,occluded,orchid_finger,deer_horn,70
3,mlp,optimized_full,occluded,orchid_finger,flower_pinch,35
3,mlp,optimized_full,occluded,orchid_finger,orchid_finger,144
3,mlp,optimized_full,occluded,orchid_finger,orchid_palm,76
3,mlp,optimized_full,occluded,orchid_finger,prayer_beads,24
3,mlp,optimized_full,occluded,orchid_finger,three_finger_bent,18
3,mlp,optimized_full,occluded,orchid_palm,deer_horn,66
3,mlp,optimized_full,occluded,orchid_palm,flower_pinch,47
3,mlp,optimized_full,occluded,orchid_palm,orchid_finger,100
3,mlp,optimized_full,occluded,orchid_palm,orchid_palm,162
3,mlp,optimized_full,occluded,orchid_palm,prayer_beads,31
3,mlp,optimized_full,occluded,orchid_palm,three_finger_bent,34
3,mlp,optimized_full,occluded,prayer_beads,deer_horn,40
3,mlp,optimized_full,occluded,prayer_beads,flower_pinch,36
3,mlp,optimized_full,occluded,prayer_beads,orchid_finger,50
3,mlp,optimized_full,occluded,prayer_beads,orchid_palm,41
3,mlp,optimized_full,occluded,prayer_beads,prayer_beads,175
3,mlp,optimized_full,occluded,prayer_beads,three_finger_bent,31
3,mlp,optimized_full,occluded,three_finger_bent,deer_horn,64
3,mlp,optimized_full,occluded,three_finger_bent,flower_pinch,69
3,mlp,optimized_full,occluded,three_finger_bent,orchid_finger,68
3,mlp,optimized_full,occluded,three_finger_bent,orchid_palm,18
3,mlp,optimized_full,occluded,three_finger_bent,prayer_beads,14
3,mlp,optimized_full,occluded,three_finger_bent,three_finger_bent,127
3,mlp,raw,clean,deer_horn,deer_horn,188
3,mlp,raw,clean,deer_horn,flower_pinch,46
3,mlp,raw,clean,deer_horn,orchid_finger,65
3,mlp,raw,clean,deer_horn,orchid_palm,49
3,mlp,raw,clean,deer_horn,prayer_beads,13
3,mlp,raw,clean,deer_horn,three_finger_bent,19
3,mlp,raw,clean,flower_pinch,deer_horn,52
3,mlp,raw,clean,flower_pinch,flower_pinch,130
3,mlp,raw,clean,flower_pinch,orchid_finger,31
3,mlp,raw,clean,flower_pinch,orchid_palm,77
3,mlp,raw,clean,flower_pinch,prayer_beads,43
3,mlp,raw,clean,flower_pinch,three_finger_bent,47
3,mlp,raw,clean,orchid_finger,deer_horn,79
3,mlp,raw,clean,orchid_finger,flower_pinch,29
3,mlp,raw,clean,orchid_finger,orchid_finger,155
3,mlp,raw,clean,orchid_finger,orchid_palm,40
3,mlp,raw,clean,orchid_finger,prayer_beads,41
3,mlp,raw,clean,orchid_finger,three_finger_bent,23
3,mlp,raw,clean,orchid_palm,deer_horn,65
3,mlp,raw,clean,orchid_palm,flower_pinch,76
3,mlp,raw,clean,orchid_palm,orchid_finger,56
3,mlp,raw,clean,orchid_palm,orchid_palm,165
3,mlp,raw,clean,orchid_palm,prayer_beads,42
3,mlp,raw,clean,orchid_palm,three_finger_bent,36
3,mlp,raw,clean,prayer_beads,deer_horn,33
3,mlp,raw,clean,prayer_beads,flower_pinch,61
3,mlp,raw,clean,prayer_beads,orchid_finger,37
3,mlp,raw,clean,prayer_beads,orchid_palm,52
3,mlp,raw,clean,prayer_beads,prayer_beads,155
3,mlp,raw,clean,prayer_beads,three_finger_bent,35
3,mlp,raw,clean,three_finger_bent,deer_horn,45
3,mlp,raw,clean,three_finger_bent,flower_pinch,80
3,mlp,raw,clean,three_finger_bent,orchid_finger,39
3,mlp,raw,clean,three_finger_bent,orchid_palm,28
3,mlp,raw,clean,three_finger_bent,prayer_beads,51
3,mlp,raw,clean,three_finger_bent,three_finger_bent,117
3,mlp,raw,occluded,deer_horn,deer_horn,187
3,mlp,raw,occluded,deer_horn,flower_pinch,43
3,mlp,raw,occluded,deer_horn,orchid_finger,65
3,mlp,raw,occluded,deer_horn,orchid_palm,50
3,mlp,raw,occluded,deer_horn,prayer_beads,13
3,mlp,raw,occluded,deer_horn,three_finger_bent,22
3,mlp,raw,occluded,flower_pinch,deer_horn,52
3,mlp,raw,occluded,flower_pinch,flower_pinch,132
3,mlp,raw,occluded,flower_pinch,orchid_finger,29
3,mlp,raw,occluded,flower_pinch,orchid_palm,75
3,mlp,raw,occluded,flower_pinch,prayer_beads,48
3,mlp,raw,occluded,flower_pinch,three_finger_bent,44
3,mlp,raw,occluded,orchid_finger,deer_horn,76
3,mlp,raw,occluded,orchid_finger,flower_pinch,29
3,mlp,raw,occluded,orchid_finger,orchid_finger,154
3,mlp,raw,occluded,orchid_finger,orchid_palm,44
3,mlp,raw,occluded,orchid_finger,prayer_beads,40
3,mlp,raw,occluded,orchid_finger,three_finger_bent,24
3,mlp,raw,occluded,orchid_palm,deer_horn,65
3,mlp,raw,occluded,orchid_palm,flower_pinch,79
3,mlp,raw,occluded,orchid_palm,orchid_finger,57
3,mlp,raw,occluded,orchid_palm,orchid_palm,165
3,mlp,raw,occluded,orchid_palm,prayer_beads,44
3,mlp,raw,occluded,orchid_palm,three_finger_bent,30
3,mlp,raw,occluded,prayer_beads,deer_horn,32
3,mlp,raw,occluded,prayer_beads,flower_pinch,65
3,mlp,raw,occluded,prayer_beads,orchid_finger,36
3,mlp,raw,occluded,prayer_beads,orchid_palm,51
3,mlp,raw,occluded,prayer_beads,prayer_beads,154
3,mlp,raw,occluded,prayer_beads,three_finger_bent,35
3,mlp,raw,occluded,three_finger_bent,deer_horn,45
3,mlp,raw,occluded,three_finger_bent,flower_pinch,80
3,mlp,raw,occluded,three_finger_bent,orchid_finger,44
3,mlp,raw,occluded,three_finger_bent,orchid_palm,29
3,mlp,raw,occluded,three_finger_bent,prayer_beads,50
3,mlp,raw,occluded,three_finger_bent,three_finger_bent,112
3,mlp,raw_pca17,clean,deer_horn,deer_horn,308
3,mlp,raw_pca17,clean,deer_horn,flower_pinch,14
3,mlp,raw_pca17,clean,deer_horn,orchid_finger,22
3,mlp,raw_pca17,clean,deer_horn,orchid_palm,18
3,mlp,raw_pca17,clean,deer_horn,prayer_beads,4
3,mlp,raw_pca17,clean,deer_horn,three_finger_bent,14
3,mlp,raw_pca17,clean,flower_pinch,deer_horn,27
3,mlp,raw_pca17,clean,flower_pinch,flower_pinch,203
3,mlp,raw_pca17,clean,flower_pinch,orchid_finger,25
3,mlp,raw_pca17,clean,flower_pinch,orchid_palm,74
3,mlp,raw_pca17,clean,flower_pinch,prayer_beads,7
3,mlp,raw_pca17,clean,flower_pinch,three_finger_bent,44
3,mlp,raw_pca17,clean,orchid_finger,deer_horn,43
3,mlp,raw_pca17,clean,orchid_finger,flower_pinch,30
3,mlp,raw_pca17,clean,orchid_finger,orchid_finger,216
3,mlp,raw_pca17,clean,orchid_finger,orchid_palm,34
3,mlp,raw_pca17,clean,orchid_finger,prayer_beads,15
3,mlp,raw_pca17,clean,orchid_finger,three_finger_bent,29
3,mlp,raw_pca17,clean,orchid_palm,deer_horn,37
3,mlp,raw_pca17,clean,orchid_palm,flower_pinch,62
3,mlp,raw_pca17,clean,orchid_palm,orchid_finger,42
3,mlp,raw_pca17,clean,orchid_palm,orchid_palm,245
3,mlp,raw_pca17,clean,orchid_palm,prayer_beads,28
3,mlp,raw_pca17,clean,orchid_palm,three_finger_bent,26
3,mlp,raw_pca17,clean,prayer_beads,deer_horn,22
3,mlp,raw_pca17,clean,prayer_beads,flower_pinch,18
3,mlp,raw_pca17,clean,prayer_beads,orchid_finger,20
3,mlp,raw_pca17,clean,prayer_beads,orchid_palm,34
3,mlp,raw_pca17,clean,prayer_beads,prayer_beads,255
3,mlp,raw_pca17,clean,prayer_beads,three_finger_bent,24
3,mlp,raw_pca17,clean,three_finger_bent,deer_horn,30
3,mlp,raw_pca17,clean,three_finger_bent,flower_pinch,33
3,mlp,raw_pca17,clean,three_finger_bent,orchid_finger,27
3,mlp,raw_pca17,clean,three_finger_bent,orchid_palm,18
3,mlp,raw_pca17,clean,three_finger_bent,prayer_beads,11
3,mlp,raw_pca17,clean,three_finger_bent,three_finger_bent,241
3,mlp,raw_pca17,occluded,deer_horn,deer_horn,302
3,mlp,raw_pca17,occluded,deer_horn,flower_pinch,12
3,mlp,raw_pca17,occluded,deer_horn,orchid_finger,25
3,mlp,raw_pca17,occluded,deer_horn,orchid_palm,22
3,mlp,raw_pca17,occluded,deer_horn,prayer_beads,3
3,mlp,raw_pca17,occluded,deer_horn,three_finger_bent,16
3,mlp,raw_pca17,occluded,flower_pinch,deer_horn,37
3,mlp,raw_pca17,occluded,flower_pinch,flower_pinch,163
3,mlp,raw_pca17,occluded,flower_pinch,orchid_finger,35
3,mlp,raw_pca17,occluded,flower_pinch,orchid_palm,81
3,mlp,raw_pca17,occluded,flower_pinch,prayer_beads,5
3,mlp,raw_pca17,occluded,flower_pinch,three_finger_bent,59
3,mlp,raw_pca17,occluded,orchid_finger,deer_horn,58
3,mlp,raw_pca17,occluded,orchid_finger,flower_pinch,26
3,mlp,raw_pca17,occluded,orchid_finger,orchid_finger,211
3,mlp,raw_pca17,occluded,orchid_finger,orchid_palm,37
3,mlp,raw_pca17,occluded,orchid_finger,prayer_beads,11
3,mlp,raw_pca17,occluded,orchid_finger,three_finger_bent,24
3,mlp,raw_pca17,occluded,orchid_palm,deer_horn,62
3,mlp,raw_pca17,occluded,orchid_palm,flower_pinch,60
3,mlp,raw_pca17,occluded,orchid_palm,orchid_finger,48
3,mlp,raw_pca17,occluded,orchid_palm,orchid_palm,219
3,mlp,raw_pca17,occluded,orchid_palm,prayer_beads,24
3,mlp,raw_pca17,occluded,orchid_palm,three_finger_bent,27
3,mlp,raw_pca17,occluded,prayer_beads,deer_horn,35
3,mlp,raw_pca17,occluded,prayer_beads,flower_pinch,19
3,mlp,raw_pca17,occluded,prayer_beads,orchid_finger,27
3,mlp,raw_pca17,occluded,prayer_beads,orchid_palm,53
3,mlp,raw_pca17,occluded,prayer_beads,prayer_beads,204
3,mlp,raw_pca17,occluded,prayer_beads,three_finger_bent,35
3,mlp,raw_pca17,occluded,three_finger_bent,deer_horn,46
3,mlp,raw_pca17,occluded,three_finger_bent,flower_pinch,31
3,mlp,raw_pca17,occluded,three_finger_bent,orchid_finger,25
3,mlp,raw_pca17,occluded,three_finger_bent,orchid_palm,23
3,mlp,raw_pca17,occluded,three_finger_bent,prayer_beads,11
3,mlp,raw_pca17,occluded,three_finger_bent,three_finger_bent,224
3,rf,corrected,clean,deer_horn,deer_horn,291
3,rf,corrected,clean,deer_horn,flower_pinch,37
3,rf,corrected,clean,deer_horn,orchid_finger,47
3,rf,corrected,clean,deer_horn,orchid_palm,3
3,rf,corrected,clean,deer_horn,prayer_beads,1
3,rf,corrected,clean,deer_horn,three_finger_bent,1
3,rf,corrected,clean,flower_pinch,deer_horn,27
3,rf,corrected,clean,flower_pinch,flower_pinch,274
3,rf,corrected,clean,flower_pinch,orchid_finger,10
3,rf,corrected,clean,flower_pinch,orchid_palm,31
3,rf,corrected,clean,flower_pinch,prayer_beads,3
3,rf,corrected,clean,flower_pinch,three_finger_bent,35
3,rf,corrected,clean,orchid_finger,deer_horn,47
3,rf,corrected,clean,orchid_finger,flower_pinch,6
3,rf,corrected,clean,orchid_finger,orchid_finger,287
3,rf,corrected,clean,orchid_finger,orchid_palm,15
3,rf,corrected,clean,orchid_finger,prayer_beads,8
3,rf,corrected,clean,orchid_finger,three_finger_bent,4
3,rf,corrected,clean,orchid_palm,deer_horn,14
3,rf,corrected,clean,orchid_palm,flower_pinch,36
3,rf,corrected,clean,orchid_palm,orchid_finger,40
3,rf,corrected,clean,orchid_palm,orchid_palm,300
3,rf,corrected,clean,orchid_palm,prayer_beads,42
3,rf,corrected,clean,orchid_palm,three_finger_bent,8
3,rf,corrected,clean,prayer_beads,deer_horn,19
3,rf,corrected,clean,prayer_beads,flower_pinch,4
3,rf,corrected,clean,prayer_beads,orchid_finger,19
3,rf,corrected,clean,prayer_beads,orchid_palm,7
3,rf,corrected,clean,prayer_beads,prayer_beads,320
3,rf,corrected,clean,prayer_beads,three_finger_bent,4
3,rf,corrected,clean,three_finger_bent,deer_horn,10
3,rf,corrected,clean,three_finger_bent,flower_pinch,31
3,rf,corrected,clean,three_finger_bent,orchid_finger,9
3,rf,corrected,clean,three_finger_bent,orchid_palm,0
3,rf,corrected,clean,three_finger_bent,prayer_beads,0
3,rf,corrected,clean,three_finger_bent,three_finger_bent,310
3,rf,corrected,occluded,deer_horn,deer_horn,289
3,rf,corrected,occluded,deer_horn,flower_pinch,29
3,rf,corrected,occluded,deer_horn,orchid_finger,48
3,rf,corrected,occluded,deer_horn,orchid_palm,5
3,rf,corrected,occluded,deer_horn,prayer_beads,2
3,rf,corrected,occluded,deer_horn,three_finger_bent,7
3,rf,corrected,occluded,flower_pinch,deer_horn,39
3,rf,corrected,occluded,flower_pinch,flower_pinch,249
3,rf,corrected,occluded,flower_pinch,orchid_finger,21
3,rf,corrected,occluded,flower_pinch,orchid_palm,34
3,rf,corrected,occluded,flower_pinch,prayer_beads,2
3,rf,corrected,occluded,flower_pinch,three_finger_bent,35
3,rf,corrected,occluded,orchid_finger,deer_horn,68
3,rf,corrected,occluded,orchid_finger,flower_pinch,2
3,rf,corrected,occluded,orchid_finger,orchid_finger,271
3,rf,corrected,occluded,orchid_finger,orchid_palm,12
3,rf,corrected,occluded,orchid_finger,prayer_beads,4
3,rf,corrected,occluded,orchid_finger,three_finger_bent,10
3,rf,corrected,occluded,orchid_palm,deer_horn,24
3,rf,corrected,occluded,orchid_palm,flower_pinch,43
3,rf,corrected,occluded,orchid_palm,orchid_finger,60
3,rf,corrected,occluded,orchid_palm,orchid_palm,255
3,rf,corrected,occluded,orchid_palm,prayer_beads,39
3,rf,corrected,occluded,orchid_palm,three_finger_bent,19
3,rf,corrected,occluded,prayer_beads,deer_horn,22
3,rf,corrected,occluded,prayer_beads,flower_pinch,3
3,rf,corrected,occluded,prayer_beads,orchid_finger,23
3,rf,corrected,occluded,prayer_beads,orchid_palm,14
3,rf,corrected,occluded,prayer_beads,prayer_beads,306
3,rf,corrected,occluded,prayer_beads,three_finger_bent,5
3,rf,corrected,occluded,three_finger_bent,deer_horn,17
3,rf,corrected,occluded,three_finger_bent,flower_pinch,28
3,rf,corrected,occluded,three_finger_bent,orchid_finger,12
3,rf,corrected,occluded,three_finger_bent,orchid_palm,1
3,rf,corrected,occluded,three_finger_bent,prayer_beads,0
3,rf,corrected,occluded,three_finger_bent,three_finger_bent,302
3,rf,optimized_action,clean,deer_horn,deer_horn,306
3,rf,optimized_action,clean,deer_horn,flower_pinch,29
3,rf,optimized_action,clean,deer_horn,orchid_finger,41
3,rf,optimized_action,clean,deer_horn,orchid_palm,2
3,rf,optimized_action,clean,deer_horn,prayer_beads,0
3,rf,optimized_action,clean,deer_horn,three_finger_bent,2
3,rf,optimized_action,clean,flower_pinch,deer_horn,26
3,rf,optimized_action,clean,flower_pinch,flower_pinch,272
3,rf,optimized_action,clean,flower_pinch,orchid_finger,12
3,rf,optimized_action,clean,flower_pinch,orchid_palm,32
3,rf,optimized_action,clean,flower_pinch,prayer_beads,3
3,rf,optimized_action,clean,flower_pinch,three_finger_bent,35
3,rf,optimized_action,clean,orchid_finger,deer_horn,73
3,rf,optimized_action,clean,orchid_finger,flower_pinch,3
3,rf,optimized_action,clean,orchid_finger,orchid_finger,263
3,rf,optimized_action,clean,orchid_finger,orchid_palm,15
3,rf,optimized_action,clean,orchid_finger,prayer_beads,11
3,rf,optimized_action,clean,orchid_finger,three_finger_bent,2
3,rf,optimized_action,clean,orchid_palm,deer_horn,17
3,rf,optimized_action,clean,orchid_palm,flower_pinch,38
3,rf,optimized_action,clean,orchid_palm,orchid_finger,37
3,rf,optimized_action,clean,orchid_palm,orchid_palm,293
3,rf,optimized_action,clean,orchid_palm,prayer_beads,46
3,rf,optimized_action,clean,orchid_palm,three_finger_bent,9
3,rf,optimized_action,clean,prayer_beads,deer_horn,20
3,rf,optimized_action,clean,prayer_beads,flower_pinch,7
3,rf,optimized_action,clean,prayer_beads,orchid_finger,13
3,rf,optimized_action,clean,prayer_beads,orchid_palm,8
3,rf,optimized_action,clean,prayer_beads,prayer_beads,319
3,rf,optimized_action,clean,prayer_beads,three_finger_bent,6
3,rf,optimized_action,clean,three_finger_bent,deer_horn,10
3,rf,optimized_action,clean,three_finger_bent,flower_pinch,29
3,rf,optimized_action,clean,three_finger_bent,orchid_finger,4
3,rf,optimized_action,clean,three_finger_bent,orchid_palm,3
3,rf,optimized_action,clean,three_finger_bent,prayer_beads,0
3,rf,optimized_action,clean,three_finger_bent,three_finger_bent,314
3,rf,optimized_action,occluded,deer_horn,deer_horn,294
3,rf,optimized_action,occluded,deer_horn,flower_pinch,25
3,rf,optimized_action,occluded,deer_horn,orchid_finger,52
3,rf,optimized_action,occluded,deer_horn,orchid_palm,2
3,rf,optimized_action,occluded,deer_horn,prayer_beads,3
3,rf,optimized_action,occluded,deer_horn,three_finger_bent,4
3,rf,optimized_action,occluded,flower_pinch,deer_horn,40
3,rf,optimized_action,occluded,flower_pinch,flower_pinch,241
3,rf,optimized_action,occluded,flower_pinch,orchid_finger,25
3,rf,optimized_action,occluded,flower_pinch,orchid_palm,38
3,rf,optimized_action,occluded,flower_pinch,prayer_beads,3
3,rf,optimized_action,occluded,flower_pinch,three_finger_bent,33
3,rf,optimized_action,occluded,orchid_finger,deer_horn,77
3,rf,optimized_action,occluded,orchid_finger,flower_pinch,8
3,rf,optimized_action,occluded,orchid_finger,orchid_finger,254
3,rf,optimized_action,occluded,orchid_finger,orchid_palm,14
3,rf,optimized_action,occluded,orchid_finger,prayer_beads,5
3,rf,optimized_action,occluded,orchid_finger,three_finger_bent,9
3,rf,optimized_action,occluded,orchid_palm,deer_horn,28
3,rf,optimized_action,occluded,orchid_palm,flower_pinch,45
3,rf,optimized_action,occluded,orchid_palm,orchid_finger,57
3,rf,optimized_action,occluded,orchid_palm,orchid_palm,242
3,rf,optimized_action,occluded,orchid_palm,prayer_beads,42
3,rf,optimized_action,occluded,orchid_palm,three_finger_bent,26
3,rf,optimized_action,occluded,prayer_beads,deer_horn,27
3,rf,optimized_action,occluded,prayer_beads,flower_pinch,7
3,rf,optimized_action,occluded,prayer_beads,orchid_finger,17
3,rf,optimized_action,occluded,prayer_beads,orchid_palm,15
3,rf,optimized_action,occluded,prayer_beads,prayer_beads,301
3,rf,optimized_action,occluded,prayer_beads,three_finger_bent,6
3,rf,optimized_action,occluded,three_finger_bent,deer_horn,18
3,rf,optimized_action,occluded,three_finger_bent,flower_pinch,26
3,rf,optimized_action,occluded,three_finger_bent,orchid_finger,5
3,rf,optimized_action,occluded,three_finger_bent,orchid_palm,2
3,rf,optimized_action,occluded,three_finger_bent,prayer_beads,1
3,rf,optimized_action,occluded,three_finger_bent,three_finger_bent,308
3,rf,optimized_full,clean,deer_horn,deer_horn,181
3,rf,optimized_full,clean,deer_horn,flower_pinch,47
3,rf,optimized_full,clean,deer_horn,orchid_finger,59
3,rf,optimized_full,clean,deer_horn,orchid_palm,20
3,rf,optimized_full,clean,deer_horn,prayer_beads,30
3,rf,optimized_full,clean,deer_horn,three_finger_bent,43
3,rf,optimized_full,clean,flower_pinch,deer_horn,53
3,rf,optimized_full,clean,flower_pinch,flower_pinch,159
3,rf,optimized_full,clean,flower_pinch,orchid_finger,50
3,rf,optimized_full,clean,flower_pinch,orchid_palm,47
3,rf,optimized_full,clean,flower_pinch,prayer_beads,13
3,rf,optimized_full,clean,flower_pinch,three_finger_bent,58
3,rf,optimized_full,clean,orchid_finger,deer_horn,55
3,rf,optimized_full,clean,orchid_finger,flower_pinch,45
3,rf,optimized_full,clean,orchid_finger,orchid_finger,132
3,rf,optimized_full,clean,orchid_finger,orchid_palm,64
3,rf,optimized_full,clean,orchid_finger,prayer_beads,40
3,rf,optimized_full,clean,orchid_finger,three_finger_bent,31
3,rf,optimized_full,clean,orchid_palm,deer_horn,52
3,rf,optimized_full,clean,orchid_palm,flower_pinch,49
3,rf,optimized_full,clean,orchid_palm,orchid_finger,84
3,rf,optimized_full,clean,orchid_palm,orchid_palm,177
3,rf,optimized_full,clean,orchid_palm,prayer_beads,42
3,rf,optimized_full,clean,orchid_palm,three_finger_bent,36
3,rf,optimized_full,clean,prayer_beads,deer_horn,27
3,rf,optimized_full,clean,prayer_beads,flower_pinch,12
3,rf,optimized_full,clean,prayer_beads,orchid_finger,10
3,rf,optimized_full,clean,prayer_beads,orchid_palm,20
3,rf,optimized_full,clean,prayer_beads,prayer_beads,290
3,rf,optimized_full,clean,prayer_beads,three_finger_bent,14
3,rf,optimized_full,clean,three_finger_bent,deer_horn,32
3,rf,optimized_full,clean,three_finger_bent,flower_pinch,78
3,rf,optimized_full,clean,three_finger_bent,orchid_finger,40
3,rf,optimized_full,clean,three_finger_bent,orchid_palm,21
3,rf,optimized_full,clean,three_finger_bent,prayer_beads,16
3,rf,optimized_full,clean,three_finger_bent,three_finger_bent,173
3,rf,optimized_full,occluded,deer_horn,deer_horn,185
3,rf,optimized_full,occluded,deer_horn,flower_pinch,47
3,rf,optimized_full,occluded,deer_horn,orchid_finger,64
3,rf,optimized_full,occluded,deer_horn,orchid_palm,20
3,rf,optimized_full,occluded,deer_horn,prayer_beads,20
3,rf,optimized_full,occluded,deer_horn,three_finger_bent,44
3,rf,optimized_full,occluded,flower_pinch,deer_horn,71
3,rf,optimized_full,occluded,flower_pinch,flower_pinch,129
3,rf,optimized_full,occluded,flower_pinch,orchid_finger,74
3,rf,optimized_full,occluded,flower_pinch,orchid_palm,52
3,rf,optimized_full,occluded,flower_pinch,prayer_beads,7
3,rf,optimized_full,occluded,flower_pinch,three_finger_bent,47
3,rf,optimized_full,occluded,orchid_finger,deer_horn,62
3,rf,optimized_full,occluded,orchid_finger,flower_pinch,35
3,rf,optimized_full,occluded,orchid_finger,orchid_finger,146
3,rf,optimized_full,occluded,orchid_finger,orchid_palm,65
3,rf,optimized_full,occluded,orchid_finger,prayer_beads,31
3,rf,optimized_full,occluded,orchid_finger,three_finger_bent,28
3,rf,optimized_full,occluded,orchid_palm,deer_horn,65
3,rf,optimized_full,occluded,orchid_palm,flower_pinch,49
3,rf,optimized_full,occluded,orchid_palm,orchid_finger,90
3,rf,optimized_full,occluded,orchid_palm,orchid_palm,160
3,rf,optimized_full,occluded,orchid_palm,prayer_beads,33
