sequence_index,num_frames,mean_velocity_deg,max_velocity_deg,mean_acceleration_deg,max_acceleration_deg
63,46,7.369939916591836,29.45156542979962,11.609441757202148,42.28711700439453
64,29,7.4010742522283115,22.360117136226663,10.752655029296875,33.76300811767578
65,28,14.123248790249534,45.290462825258906,20.867393493652344,61.96448516845703
66,46,28.438754702241805,158.45768242089534,41.809696197509766,160.07228088378906
67,30,19.41424742088802,132.82735360141066,26.915912628173828,224.11830139160156
68,28,13.552316576058889,52.077778668832394,21.57430076599121,58.577823638916016
69,112,29.656073708166584,118.49236002189289,47.77956771850586,207.17288208007812
70,45,26.94857992580776,157.81835651599567,37.52076721191406,157.97586059570312
71,42,17.702246208045285,104.66460059556788,26.698816299438477,104.79862213134766
72,32,26.07091737343632,110.81603634929867,36.39899826049805,138.29159545898438
73,29,21.441812063955815,64.52308624716726,31.37409782409668,73.72520446777344
74,83,6.163891645321028,40.88547692167963,9.939892768859863,44.36029815673828
75,52,27.942056230417307,78.77786110058842,43.866859436035156,146.51039123535156
76,63,18.137875294657384,107.2922067143125,28.342552185058594,179.5850830078125
77,32,14.420483553476622,44.34957584948116,22.31491470336914,69.16741180419922
78,38,28.48911584377842,117.05943242876043,44.93598556518555,118.96504974365234
79,41,6.291755800877128,13.277323365721918,9.186738967895508,20.511816024780273
80,38,31.953361090450027,83.31623870013838,42.22148132324219,106.56449890136719
81,31,17.023600471616216,65.89665255004918,24.237485885620117,69.52210998535156
82,49,53.43918140993126,201.26924169743043,87.02499389648438,343.8374938964844
83,27,11.644542321452336,28.37672020951029,18.57224464416504,47.26647186279297
84,55,18.160258101422922,74.22334991341346,26.85264015197754,124.57250213623047
85,37,17.407274645082886,80.67681185879802,26.261703491210938,101.98226165771484
86,43,18.560198678216775,54.87813920015344,26.284997940063477,55.76502990722656
87,40,22.935928370990222,122.0316729505123,30.681114196777344,127.55730438232422
88,52,20.78632182538786,99.61922613586535,33.80073165893555,192.5832977294922
89,114,32.507512346327644,159.77710058723196,50.28324508666992,213.78367614746094
90,37,15.895210719856594,83.03472925098906,26.3100643157959,152.48097229003906
91,47,21.166356368289783,77.05586119209275,33.735328674316406,97.19837951660156
92,35,43.69069228817692,152.69587753082322,69.5411376953125,210.70468139648438
93,46,28.650980771275282,85.78446820169125,44.73058319091797,155.44210815429688
94,48,20.96026972875358,64.00930021992865,33.748870849609375,112.06977844238281
95,35,12.692296988081035,108.49567722046443,20.224924087524414,120.73017120361328
96,153,27.08666015900126,110.86814787595935,44.52519607543945,213.69284057617188
97,44,9.469236271056023,58.35920051226671,12.886927604675293,58.48815155029297
