repeat,shot,classifier,feature_set,encoding,num_features,accuracy,macro_f1
3,3,knn,joint_angle,global4,44,0.6608695652173913,0.6764100464100465
3,3,rf,joint_angle,global4,44,0.6521739130434783,0.647757782818514
3,3,mlp,joint_angle,global4,44,0.6434782608695652,0.6479684254878054
3,3,svm,joint_angle,global5,55,0.6521739130434783,0.653641170415364
3,3,knn,joint_angle,global5,55,0.6782608695652174,0.6884393398544342
3,3,rf,joint_angle,global5,55,0.7217391304347827,0.7259928448841663
3,3,mlp,joint_angle,global5,55,0.6956521739130435,0.6966667054105478
3,3,svm,joint_angle,pyramid,165,0.6869565217391305,0.6821037385553513
3,3,knn,joint_angle,pyramid,165,0.6695652173913044,0.6834843452598406
3,3,rf,joint_angle,pyramid,165,0.7304347826086957,0.7296990846772026
3,3,mlp,joint_angle,pyramid,165,0.7217391304347827,0.7192469102336275
3,3,svm,joint_angle,resample16,176,0.7130434782608696,0.7220216610860039
3,3,knn,joint_angle,resample16,176,0.7391304347826086,0.7430571327630151
3,3,rf,joint_angle,resample16,176,0.7652173913043478,0.7674247804623834
3,3,mlp,joint_angle,resample16,176,0.6608695652173913,0.6678037257996078
3,3,svm,corrected,global4,68,0.6434782608695652,0.6171255842308474
3,3,knn,corrected,global4,68,0.6086956521739131,0.6113122171945701
3,3,rf,corrected,global4,68,0.6434782608695652,0.6422188697618618
3,3,mlp,corrected,global4,68,0.6173913043478261,0.6097236097236097
3,3,svm,corrected,global5,85,0.6086956521739131,0.5894016643053871
3,3,knn,corrected,global5,85,0.6695652173913044,0.6839849460732313
3,3,rf,corrected,global5,85,0.7304347826086957,0.7248976513682396
3,3,mlp,corrected,global5,85,0.6956521739130435,0.7035584233434041
3,3,svm,corrected,pyramid,255,0.7043478260869566,0.6646665315041624
3,3,knn,corrected,pyramid,255,0.6695652173913044,0.665212687762597
3,3,rf,corrected,pyramid,255,0.6782608695652174,0.6725000622466591
3,3,mlp,corrected,pyramid,255,0.6782608695652174,0.6729264855440017
3,3,svm,corrected,resample16,272,0.6782608695652174,0.6589112399019222
3,3,knn,corrected,resample16,272,0.7565217391304347,0.7537625861155273
3,3,rf,corrected,resample16,272,0.782608695652174,0.7877245189830689
3,3,mlp,corrected,resample16,272,0.7130434782608696,0.7137574637574637
3,3,svm,optimized_action,global4,68,0.6,0.581981062725607
3,3,knn,optimized_action,global4,68,0.6086956521739131,0.5930546033944837
3,3,rf,optimized_action,global4,68,0.6608695652173913,0.655015405015405
3,3,mlp,optimized_action,global4,68,0.6260869565217392,0.6196103429255334
3,3,svm,optimized_action,global5,85,0.6086956521739131,0.6099893629554647
3,3,knn,optimized_action,global5,85,0.6347826086956522,0.6344242925125277
3,3,rf,optimized_action,global5,85,0.6869565217391305,0.6837749068931864
3,3,mlp,optimized_action,global5,85,0.6782608695652174,0.6761372615945329
3,3,svm,optimized_action,pyramid,255,0.6521739130434783,0.6148876690732289
3,3,knn,optimized_action,pyramid,255,0.6347826086956522,0.635475424935998
3,3,rf,optimized_action,pyramid,255,0.6956521739130435,0.6893646549528903
3,3,mlp,optimized_action,pyramid,255,0.6782608695652174,0.6775854611618132
3,3,svm,optimized_action,resample16,272,0.6869565217391305,0.6781404774735827
3,3,knn,optimized_action,resample16,272,0.7304347826086957,0.731181400396554
3,3,rf,optimized_action,resample16,272,0.7391304347826086,0.7437778524428076
3,3,mlp,optimized_action,resample16,272,0.7043478260869566,0.7092171717171717
3,3,svm,optimized_full,global4,252,0.4,0.4042179819490744
3,3,knn,optimized_full,global4,252,0.41739130434782606,0.4187348452431893
3,3,rf,optimized_full,global4,252,0.4260869565217391,0.3948045529325858
3,3,mlp,optimized_full,global4,252,0.4434782608695652,0.4188123764423959
3,3,svm,optimized_full,global5,315,0.391304347826087,0.4025343573289127
3,3,knn,optimized_full,global5,315,0.40869565217391307,0.4070546356924066
3,3,rf,optimized_full,global5,315,0.4,0.37705797327599333
3,3,mlp,optimized_full,global5,315,0.3826086956521739,0.37697185175765346
3,3,svm,optimized_full,pyramid,945,0.34782608695652173,0.3391114842915075
3,3,knn,optimized_full,pyramid,945,0.2608695652173913,0.2462633894894604
3,3,rf,optimized_full,pyramid,945,0.3565217391304348,0.3532428190322927
3,3,mlp,optimized_full,pyramid,945,0.34782608695652173,0.331263815729011
3,3,svm,optimized_full,resample16,1008,0.3652173913043478,0.3328324564375316
3,3,knn,optimized_full,resample16,1008,0.24347826086956523,0.22914177335229968
3,3,rf,optimized_full,resample16,1008,0.41739130434782606,0.4188762626262626
3,3,mlp,optimized_full,resample16,1008,0.3391304347826087,0.31495200511044896
4,3,svm,raw,global4,252,0.4260869565217391,0.4305947766703581
4,3,knn,raw,global4,252,0.3391304347826087,0.33455194231056296
4,3,rf,raw,global4,252,0.48695652173913045,0.4889006798035526
4,3,mlp,raw,global4,252,0.43478260869565216,0.44046845473628954
4,3,svm,raw,global5,315,0.45217391304347826,0.4522767009195019
4,3,knn,raw,global5,315,0.3391304347826087,0.340250455344795
4,3,rf,raw,global5,315,0.5130434782608696,0.5109406949090275
4,3,mlp,raw,global5,315,0.48695652173913045,0.4852167957431115
4,3,svm,raw,pyramid,945,0.40869565217391307,0.4027648473398115
4,3,knn,raw,pyramid,945,0.4782608695652174,0.4694616595353975
4,3,rf,raw,pyramid,945,0.5739130434782609,0.5532758842685626
4,3,mlp,raw,pyramid,945,0.41739130434782606,0.41624814916695524
4,3,svm,raw,resample16,1008,0.4608695652173913,0.4603623393801965
4,3,knn,raw,resample16,1008,0.43478260869565216,0.41277550180608086
4,3,rf,raw,resample16,1008,0.6173913043478261,0.6129926718162012
4,3,mlp,raw,resample16,1008,0.4434782608695652,0.4451648042729636
4,3,svm,raw_pca11,global4,44,0.6608695652173913,0.6624414948398117
4,3,knn,raw_pca11,global4,44,0.5565217391304348,0.5605874260206961
4,3,rf,raw_pca11,global4,44,0.6956521739130435,0.6871207156956786
4,3,mlp,raw_pca11,global4,44,0.6086956521739131,0.6107286580970791
4,3,svm,raw_pca11,global5,55,0.6086956521739131,0.6082524430499722
4,3,knn,raw_pca11,global5,55,0.5739130434782609,0.5857262960078138
4,3,rf,raw_pca11,global5,55,0.7043478260869566,0.7017711758403248
4,3,mlp,raw_pca11,global5,55,0.591304347826087,0.5911291543370536
4,3,svm,raw_pca11,pyramid,165,0.6434782608695652,0.641360449171617
4,3,knn,raw_pca11,pyramid,165,0.5739130434782609,0.5678484874602029
4,3,rf,raw_pca11,pyramid,165,0.7478260869565218,0.741851196071145
4,3,mlp,raw_pca11,pyramid,165,0.7304347826086957,0.72491674991675
4,3,svm,raw_pca11,resample16,176,0.7478260869565218,0.7643554205871564
4,3,knn,raw_pca11,resample16,176,0.6347826086956522,0.6392132715155029
4,3,rf,raw_pca11,resample16,176,0.782608695652174,0.7801871069163663
4,3,mlp,raw_pca11,resample16,176,0.7304347826086957,0.7253397322414915
4,3,svm,raw_pca17,global4,68,0.6260869565217392,0.6332950349472773
4,3,knn,raw_pca17,global4,68,0.6260869565217392,0.6270436841247227
4,3,rf,raw_pca17,global4,68,0.7391304347826086,0.7445439579340508
4,3,mlp,raw_pca17,global4,68,0.6347826086956522,0.6362234613376506
4,3,svm,raw_pca17,global5,85,0.6608695652173913,0.665345473678807
4,3,knn,raw_pca17,global5,85,0.6086956521739131,0.6133640297481668
4,3,rf,raw_pca17,global5,85,0.6782608695652174,0.6819296627535506
4,3,mlp,raw_pca17,global5,85,0.7391304347826086,0.745158362851532
4,3,svm,raw_pca17,pyramid,255,0.7043478260869566,0.7046637078254725
4,3,knn,raw_pca17,pyramid,255,0.7043478260869566,0.697618826697195
4,3,rf,raw_pca17,pyramid,255,0.782608695652174,0.7765457237149503
4,3,mlp,raw_pca17,pyramid,255,0.6956521739130435,0.6989443893972659
4,3,svm,raw_pca17,resample16,272,0.7130434782608696,0.7338102512188699
4,3,knn,raw_pca17,resample16,272,0.6695652173913044,0.6794350886572218
4,3,rf,raw_pca17,resample16,272,0.7652173913043478,0.7656210548906732
4,3,mlp,raw_pca17,resample16,272,0.7739130434782608,0.7720619658119658
4,3,svm,joint_angle,global4,44,0.7478260869565218,0.7555120312320623
4,3,knn,joint_angle,global4,44,0.7478260869565218,0.7530604446236424
4,3,rf,joint_angle,global4,44,0.8695652173913043,0.8709360380866081
4,3,mlp,joint_angle,global4,44,0.7478260869565218,0.7542476231992361
4,3,svm,joint_angle,global5,55,0.7913043478260869,0.7989948504654386
4,3,knn,joint_angle,global5,55,0.7739130434782608,0.7793837329194025
4,3,rf,joint_angle,global5,55,0.8434782608695652,0.8446212275159644
4,3,mlp,joint_angle,global5,55,0.7391304347826086,0.740895440895441
4,3,svm,joint_angle,pyramid,165,0.808695652173913,0.8053241068435412
4,3,knn,joint_angle,pyramid,165,0.7739130434782608,0.774989274989275
4,3,rf,joint_angle,pyramid,165,0.8782608695652174,0.8765217974343046
4,3,mlp,joint_angle,pyramid,165,0.8260869565217391,0.8264498839471314
4,3,svm,joint_angle,resample16,176,0.8347826086956521,0.8412054588525176
4,3,knn,joint_angle,resample16,176,0.8434782608695652,0.8455038904090312
4,3,rf,joint_angle,resample16,176,0.8608695652173913,0.8589759606734618
4,3,mlp,joint_angle,resample16,176,0.8434782608695652,0.8430862634592907
4,3,svm,corrected,global4,68,0.7652173913043478,0.7677137677137676
4,3,knn,corrected,global4,68,0.7391304347826086,0.7517594914982796
4,3,rf,corrected,global4,68,0.8608695652173913,0.8634828942274385
4,3,mlp,corrected,global4,68,0.7739130434782608,0.7736326109391124
4,3,svm,corrected,global5,85,0.7565217391304347,0.7595415477768418
4,3,knn,corrected,global5,85,0.7130434782608696,0.7247096101245374
4,3,rf,corrected,global5,85,0.8695652173913043,0.8697854948628944
4,3,mlp,corrected,global5,85,0.7913043478260869,0.7927692440669188
4,3,svm,corrected,pyramid,255,0.8260869565217391,0.8256561698422163
4,3,knn,corrected,pyramid,255,0.782608695652174,0.7846335538196003
4,3,rf,corrected,pyramid,255,0.8434782608695652,0.8397191413320447
4,3,mlp,corrected,pyramid,255,0.8347826086956521,0.8322664206565135
4,3,svm,corrected,resample16,272,0.8347826086956521,0.8398693397549232
4,3,knn,corrected,resample16,272,0.7565217391304347,0.7473871061654913
4,3,rf,corrected,resample16,272,0.8608695652173913,0.8511355890420931
4,3,mlp,corrected,resample16,272,0.8173913043478261,0.8173685313220197
4,3,svm,optimized_action,global4,68,0.7652173913043478,0.7672838009000996
4,3,knn,optimized_action,global4,68,0.7217391304347827,0.7252429893558926
4,3,rf,optimized_action,global4,68,0.8347826086956521,0.8347889225202207
4,3,mlp,optimized_action,global4,68,0.7304347826086957,0.7168955394066393
4,3,svm,optimized_action,global5,85,0.808695652173913,0.8122604491025545
4,3,knn,optimized_action,global5,85,0.6869565217391305,0.6946440512642602
4,3,rf,optimized_action,global5,85,0.8260869565217391,0.8267292289180115
4,3,mlp,optimized_action,global5,85,0.7739130434782608,0.7758756141332984
4,3,svm,optimized_action,pyramid,255,0.8173913043478261,0.8189721342936117
4,3,knn,optimized_action,pyramid,255,0.7391304347826086,0.7408978339894893
4,3,rf,optimized_action,pyramid,255,0.8173913043478261,0.8160866257785385
4,3,mlp,optimized_action,pyramid,255,0.8173913043478261,0.8160976728446334
4,3,svm,optimized_action,resample16,272,0.8434782608695652,0.8487119291084775
4,3,knn,optimized_action,resample16,272,0.7652173913043478,0.757725523411798
4,3,rf,optimized_action,resample16,272,0.8260869565217391,0.816031062961012
4,3,mlp,optimized_action,resample16,272,0.8,0.7994407107014206
4,3,svm,optimized_full,global4,252,0.4782608695652174,0.4860165433694845
4,3,knn,optimized_full,global4,252,0.40869565217391307,0.4124084085598864
4,3,rf,optimized_full,global4,252,0.5478260869565217,0.5362116957534194
4,3,mlp,optimized_full,global4,252,0.5391304347826087,0.5346832708553574
4,3,svm,optimized_full,global5,315,0.48695652173913045,0.4951665473186479
4,3,knn,optimized_full,global5,315,0.43478260869565216,0.42923850574712646
4,3,rf,optimized_full,global5,315,0.5652173913043478,0.5475479681362034
4,3,mlp,optimized_full,global5,315,0.4956521739130435,0.49969430875183635
4,3,svm,optimized_full,pyramid,945,0.5217391304347826,0.5037084700705963
4,3,knn,optimized_full,pyramid,945,0.43478260869565216,0.42043650793650794
4,3,rf,optimized_full,pyramid,945,0.5739130434782609,0.5701271548045742
4,3,mlp,optimized_full,pyramid,945,0.4782608695652174,0.4696948898733387
4,3,svm,optimized_full,resample16,1008,0.4782608695652174,0.45895500433543907
4,3,knn,optimized_full,resample16,1008,0.48695652173913045,0.44687429364848713
4,3,rf,optimized_full,resample16,1008,0.591304347826087,0.5443783833347358
4,3,mlp,optimized_full,resample16,1008,0.5217391304347826,0.500969444361893
5,3,svm,raw,global4,252,0.3652173913043478,0.36146784015447614
5,3,knn,raw,global4,252,0.3217391304347826,0.291632179839727
5,3,rf,raw,global4,252,0.4,0.3909415096915097
5,3,mlp,raw,global4,252,0.391304347826087,0.38495010436186905
5,3,svm,raw,global5,315,0.40869565217391307,0.40709488502041696
5,3,knn,raw,global5,315,0.34782608695652173,0.3220142602495543
5,3,rf,raw,global5,315,0.4608695652173913,0.45706356223597605
5,3,mlp,raw,global5,315,0.391304347826087,0.3846966719700719
5,3,svm,raw,pyramid,945,0.391304347826087,0.3979786960632666
5,3,knn,raw,pyramid,945,0.33043478260869563,0.32428724645538437
5,3,rf,raw,pyramid,945,0.5217391304347826,0.5278028683394296
5,3,mlp,raw,pyramid,945,0.3565217391304348,0.3390694277099558
5,3,svm,raw,resample16,1008,0.34782608695652173,0.351373688290524
5,3,knn,raw,resample16,1008,0.33043478260869563,0.3145603360657124
5,3,rf,raw,resample16,1008,0.5652173913043478,0.5715727643829807
5,3,mlp,raw,resample16,1008,0.33043478260869563,0.3057730407115653
5,3,svm,raw_pca11,global4,44,0.5565217391304348,0.5622428111484199
5,3,knn,raw_pca11,global4,44,0.4608695652173913,0.47246758532472816
5,3,rf,raw_pca11,global4,44,0.591304347826087,0.584573768531803
5,3,mlp,raw_pca11,global4,44,0.6086956521739131,0.6167461579226284
5,3,svm,raw_pca11,global5,55,0.5826086956521739,0.5903259594436064
5,3,knn,raw_pca11,global5,55,0.46956521739130436,0.4880005653201768
5,3,rf,raw_pca11,global5,55,0.6782608695652174,0.6759242036735643
5,3,mlp,raw_pca11,global5,55,0.6,0.6000182727997544
5,3,svm,raw_pca11,pyramid,165,0.5565217391304348,0.5710940067557715
5,3,knn,raw_pca11,pyramid,165,0.5217391304347826,0.526353100383138
5,3,rf,raw_pca11,pyramid,165,0.6521739130434783,0.6620661196000754
5,3,mlp,raw_pca11,pyramid,165,0.6,0.6043357186974209
5,3,svm,raw_pca11,resample16,176,0.5826086956521739,0.5875199875199876
5,3,knn,raw_pca11,resample16,176,0.5391304347826087,0.5261636650480465
5,3,rf,raw_pca11,resample16,176,0.7217391304347827,0.7242894889953714
5,3,mlp,raw_pca11,resample16,176,0.6347826086956522,0.6324671248145757
5,3,svm,raw_pca17,global4,68,0.5565217391304348,0.5542557301770324
5,3,knn,raw_pca17,global4,68,0.4782608695652174,0.4819593355083199
5,3,rf,raw_pca17,global4,68,0.6260869565217392,0.6138165509495206
5,3,mlp,raw_pca17,global4,68,0.6695652173913044,0.6732417524024411
5,3,svm,raw_pca17,global5,85,0.5739130434782609,0.5743977037616402
5,3,knn,raw_pca17,global5,85,0.4956521739130435,0.49512124163608284
5,3,rf,raw_pca17,global5,85,0.6086956521739131,0.6070426592764414
5,3,mlp,raw_pca17,global5,85,0.6260869565217392,0.6307827649932912
5,3,svm,raw_pca17,pyramid,255,0.5304347826086957,0.5426293367469839
5,3,knn,raw_pca17,pyramid,255,0.48695652173913045,0.4861582036536112
5,3,rf,raw_pca17,pyramid,255,0.6695652173913044,0.6762257748627906
5,3,mlp,raw_pca17,pyramid,255,0.5652173913043478,0.5776137767876556
5,3,svm,raw_pca17,resample16,272,0.591304347826087,0.6053937943902733
5,3,knn,raw_pca17,resample16,272,0.5304347826086957,0.4962049801657436
5,3,rf,raw_pca17,resample16,272,0.7217391304347827,0.7263202145353175
5,3,mlp,raw_pca17,resample16,272,0.6173913043478261,0.6071933151594169
5,3,svm,joint_angle,global4,44,0.7565217391304347,0.7555306628058512
5,3,knn,joint_angle,global4,44,0.7217391304347827,0.727113824115048
5,3,rf,joint_angle,global4,44,0.8434782608695652,0.8438063885432308
5,3,mlp,joint_angle,global4,44,0.7739130434782608,0.7783612764357309
5,3,svm,joint_angle,global5,55,0.7739130434782608,0.7709331163295358
5,3,knn,joint_angle,global5,55,0.7043478260869566,0.7101549609684779
5,3,rf,joint_angle,global5,55,0.8260869565217391,0.8238753936122357
5,3,mlp,joint_angle,global5,55,0.7652173913043478,0.7671544377187063
5,3,svm,joint_angle,pyramid,165,0.782608695652174,0.7892043467331192
5,3,knn,joint_angle,pyramid,165,0.7391304347826086,0.758213716108453
5,3,rf,joint_angle,pyramid,165,0.8521739130434782,0.8537752695647433
5,3,mlp,joint_angle,pyramid,165,0.7739130434782608,0.770674446825342
5,3,svm,joint_angle,resample16,176,0.8260869565217391,0.8297930267037819
5,3,knn,joint_angle,resample16,176,0.8521739130434782,0.8608504025740688
5,3,rf,joint_angle,resample16,176,0.8782608695652174,0.880573721363195
5,3,mlp,joint_angle,resample16,176,0.808695652173913,0.8113659613659614
5,3,svm,corrected,global4,68,0.7565217391304347,0.7616894942889237
5,3,knn,corrected,global4,68,0.6608695652173913,0.6710324024840154
5,3,rf,corrected,global4,68,0.8608695652173913,0.858579663230826
5,3,mlp,corrected,global4,68,0.6782608695652174,0.6775241835320746
5,3,svm,corrected,global5,85,0.7652173913043478,0.7698700799326205
5,3,knn,corrected,global5,85,0.7043478260869566,0.7077656842362724
5,3,rf,corrected,global5,85,0.8695652173913043,0.8690501921888316
5,3,mlp,corrected,global5,85,0.782608695652174,0.7843335132808816
5,3,svm,corrected,pyramid,255,0.7391304347826086,0.74725413983726
5,3,knn,corrected,pyramid,255,0.6869565217391305,0.686079738092122
5,3,rf,corrected,pyramid,255,0.782608695652174,0.782728159913851
5,3,mlp,corrected,pyramid,255,0.7130434782608696,0.7128241233793268
5,3,svm,corrected,resample16,272,0.7913043478260869,0.7964477600415126
5,3,knn,corrected,resample16,272,0.8,0.8055259134206502
5,3,rf,corrected,resample16,272,0.8521739130434782,0.8536233894196593
5,3,mlp,corrected,resample16,272,0.808695652173913,0.803951718585865
5,3,svm,optimized_action,global4,68,0.6695652173913044,0.6789415624474335
5,3,knn,optimized_action,global4,68,0.7043478260869566,0.7034184318150046
5,3,rf,optimized_action,global4,68,0.7913043478260869,0.7945195195195196
5,3,mlp,optimized_action,global4,68,0.6347826086956522,0.6307386796037596
5,3,svm,optimized_action,global5,85,0.7043478260869566,0.7122769110573989
5,3,knn,optimized_action,global5,85,0.7043478260869566,0.7039606722212627
5,3,rf,optimized_action,global5,85,0.8695652173913043,0.8683557854289563
5,3,mlp,optimized_action,global5,85,0.7913043478260869,0.7919831407334238
5,3,svm,optimized_action,pyramid,255,0.7130434782608696,0.7188986554041633
5,3,knn,optimized_action,pyramid,255,0.6347826086956522,0.6401496491387417
5,3,rf,optimized_action,pyramid,255,0.8173913043478261,0.8139459099664491
5,3,mlp,optimized_action,pyramid,255,0.6521739130434783,0.635981583670929
5,3,svm,optimized_action,resample16,272,0.7478260869565218,0.753697181812507
5,3,knn,optimized_action,resample16,272,0.7565217391304347,0.7571194833232907
5,3,rf,optimized_action,resample16,272,0.8521739130434782,0.8556856232722728
5,3,mlp,optimized_action,resample16,272,0.6956521739130435,0.6808896323602206
5,3,svm,optimized_full,global4,252,0.34782608695652173,0.3360011545439551
5,3,knn,optimized_full,global4,252,0.3652173913043478,0.3563200438200438
5,3,rf,optimized_full,global4,252,0.34782608695652173,0.3562126526029266
5,3,mlp,optimized_full,global4,252,0.43478260869565216,0.4289766005597011
5,3,svm,optimized_full,global5,315,0.3565217391304348,0.3478518000226552
5,3,knn,optimized_full,global5,315,0.40869565217391307,0.38870826055036584
5,3,rf,optimized_full,global5,315,0.3826086956521739,0.3908663007040289
5,3,mlp,optimized_full,global5,315,0.3652173913043478,0.3649366425664801
5,3,svm,optimized_full,pyramid,945,0.3652173913043478,0.3480189587280121
5,3,knn,optimized_full,pyramid,945,0.3652173913043478,0.3436695510965768
5,3,rf,optimized_full,pyramid,945,0.3652173913043478,0.36275051576775713
5,3,mlp,optimized_full,pyramid,945,0.4,0.3870733904701606
5,3,svm,optimized_full,resample16,1008,0.3565217391304348,0.3500223281430532
5,3,knn,optimized_full,resample16,1008,0.2782608695652174,0.2617941628965625
5,3,rf,optimized_full,resample16,1008,0.46956521739130436,0.46103761747803373
5,3,mlp,optimized_full,resample16,1008,0.391304347826087,0.3808044952568279
6,3,svm,raw,global4,252,0.46956521739130436,0.453815349501624
6,3,knn,raw,global4,252,0.43478260869565216,0.41944799539260064
6,3,rf,raw,global4,252,0.4956521739130435,0.48450687140342313
6,3,mlp,raw,global4,252,0.5217391304347826,0.5045430102598887
6,3,svm,raw,global5,315,0.46956521739130436,0.4563224826955727
6,3,knn,raw,global5,315,0.4782608695652174,0.4605784319409214
6,3,rf,raw,global5,315,0.5304347826086957,0.5224788584838128
6,3,mlp,raw,global5,315,0.5391304347826087,0.5194200479914765
6,3,svm,raw,pyramid,945,0.43478260869565216,0.41129575323123707
6,3,knn,raw,pyramid,945,0.4782608695652174,0.44159943971550364
6,3,rf,raw,pyramid,945,0.4956521739130435,0.48924643754365116
6,3,mlp,raw,pyramid,945,0.43478260869565216,0.4023817599668993
6,3,svm,raw,resample16,1008,0.4956521739130435,0.48146909018276235
6,3,knn,raw,resample16,1008,0.40869565217391307,0.38406682324259284
6,3,rf,raw,resample16,1008,0.591304347826087,0.5862023788494377
6,3,mlp,raw,resample16,1008,0.48695652173913045,0.48037526767109345
6,3,svm,raw_pca11,global4,44,0.6434782608695652,0.6413804224048966
6,3,knn,raw_pca11,global4,44,0.5739130434782609,0.5757731966398405
6,3,rf,raw_pca11,global4,44,0.6956521739130435,0.6908900066794804
6,3,mlp,raw_pca11,global4,44,0.6086956521739131,0.6058989115495462
6,3,svm,raw_pca11,global5,55,0.6521739130434783,0.650689994716691
6,3,knn,raw_pca11,global5,55,0.6086956521739131,0.602603238265003
6,3,rf,raw_pca11,global5,55,0.7043478260869566,0.7037180448958393
6,3,mlp,raw_pca11,global5,55,0.6434782608695652,0.6467698563975842
6,3,svm,raw_pca11,pyramid,165,0.6260869565217392,0.6251944886029996
6,3,knn,raw_pca11,pyramid,165,0.6,0.595412366595095
6,3,rf,raw_pca11,pyramid,165,0.7043478260869566,0.6846445711151593
6,3,mlp,raw_pca11,pyramid,165,0.6347826086956522,0.6353004905690485
6,3,svm,raw_pca11,resample16,176,0.7130434782608696,0.7303998012460343
6,3,knn,raw_pca11,resample16,176,0.6869565217391305,0.6859991039426524
6,3,rf,raw_pca11,resample16,176,0.7652173913043478,0.7571799884299885
6,3,mlp,raw_pca11,resample16,176,0.7565217391304347,0.7640350385103646
6,3,svm,raw_pca17,global4,68,0.6956521739130435,0.7254649081854964
6,3,knn,raw_pca17,global4,68,0.6608695652173913,0.6790472020073538
6,3,rf,raw_pca17,global4,68,0.7130434782608696,0.7146082494075846
6,3,mlp,raw_pca17,global4,68,0.6521739130434783,0.669469785230933
6,3,svm,raw_pca17,global5,85,0.6782608695652174,0.703932542180902
6,3,knn,raw_pca17,global5,85,0.6173913043478261,0.6256546988164636
6,3,rf,raw_pca17,global5,85,0.7478260869565218,0.7504933504933504
6,3,mlp,raw_pca17,global5,85,0.6869565217391305,0.6913108316750806
6,3,svm,raw_pca17,pyramid,255,0.7043478260869566,0.7167451829216537
6,3,knn,raw_pca17,pyramid,255,0.6956521739130435,0.7077694235588973
6,3,rf,raw_pca17,pyramid,255,0.7739130434782608,0.7716962752440274
6,3,mlp,raw_pca17,pyramid,255,0.7217391304347827,0.7192932339991164
6,3,svm,raw_pca17,resample16,272,0.7739130434782608,0.7741002697276932
6,3,knn,raw_pca17,resample16,272,0.7217391304347827,0.7333686371994509
6,3,rf,raw_pca17,resample16,272,0.7565217391304347,0.757462839779913
6,3,mlp,raw_pca17,resample16,272,0.7565217391304347,0.7455006049606775
6,3,svm,joint_angle,global4,44,0.6956521739130435,0.7035124169939196
6,3,knn,joint_angle,global4,44,0.7217391304347827,0.7278916874119273
6,3,rf,joint_angle,global4,44,0.7565217391304347,0.7587939304068337
6,3,mlp,joint_angle,global4,44,0.7304347826086957,0.7378741610993753
6,3,svm,joint_angle,global5,55,0.7043478260869566,0.7111548268904171
6,3,knn,joint_angle,global5,55,0.7130434782608696,0.7247451089887301
6,3,rf,joint_angle,global5,55,0.782608695652174,0.7824105645534217
6,3,mlp,joint_angle,global5,55,0.7565217391304347,0.7640166307240971
6,3,svm,joint_angle,pyramid,165,0.7652173913043478,0.7771530266825967
6,3,knn,joint_angle,pyramid,165,0.7304347826086957,0.7338472443735601
6,3,rf,joint_angle,pyramid,165,0.8260869565217391,0.8234133703241255
6,3,mlp,joint_angle,pyramid,165,0.7478260869565218,0.756475000580788
6,3,svm,joint_angle,resample16,176,0.8434782608695652,0.8438898936538591
6,3,knn,joint_angle,resample16,176,0.7913043478260869,0.7932636448765482
6,3,rf,joint_angle,resample16,176,0.8347826086956521,0.8363026779183449
6,3,mlp,joint_angle,resample16,176,0.7565217391304347,0.76476936260443
6,3,svm,corrected,global4,68,0.7130434782608696,0.7286696454153759
6,3,knn,corrected,global4,68,0.7304347826086957,0.7312064347404276
6,3,rf,corrected,global4,68,0.808695652173913,0.808858137572262
6,3,mlp,corrected,global4,68,0.7304347826086957,0.7277412085830655
6,3,svm,corrected,global5,85,0.6956521739130435,0.7054868027446531
6,3,knn,corrected,global5,85,0.7304347826086957,0.7381780764571824
6,3,rf,corrected,global5,85,0.7565217391304347,0.7576172000514106
6,3,mlp,corrected,global5,85,0.7565217391304347,0.7530176938071675
6,3,svm,corrected,pyramid,255,0.7739130434782608,0.7865702596885393
6,3,knn,corrected,pyramid,255,0.7913043478260869,0.7956562808536494
6,3,rf,corrected,pyramid,255,0.808695652173913,0.8096581322587514
6,3,mlp,corrected,pyramid,255,0.8,0.8042478546019064
6,3,svm,corrected,resample16,272,0.782608695652174,0.7880121192621193
6,3,knn,corrected,resample16,272,0.7130434782608696,0.7010414422179126
6,3,rf,corrected,resample16,272,0.808695652173913,0.8038846285390063
6,3,mlp,corrected,resample16,272,0.7478260869565218,0.7418547819156339
6,3,svm,optimized_action,global4,68,0.6782608695652174,0.6962427174879036
6,3,knn,optimized_action,global4,68,0.7217391304347827,0.725038714672861
6,3,rf,optimized_action,global4,68,0.7652173913043478,0.7660288182027314
6,3,mlp,optimized_action,global4,68,0.7130434782608696,0.7068450288314465
6,3,svm,optimized_action,global5,85,0.6782608695652174,0.682805920366896
6,3,knn,optimized_action,global5,85,0.7739130434782608,0.777264909153454
6,3,rf,optimized_action,global5,85,0.8434782608695652,0.8435424224897909
6,3,mlp,optimized_action,global5,85,0.7304347826086957,0.7323597599383187
6,3,svm,optimized_action,pyramid,255,0.7391304347826086,0.754986701569802
6,3,knn,optimized_action,pyramid,255,0.782608695652174,0.7849201831759972
6,3,rf,optimized_action,pyramid,255,0.7913043478260869,0.7878628227071744
6,3,mlp,optimized_action,pyramid,255,0.7652173913043478,0.7676885159407848
6,3,svm,optimized_action,resample16,272,0.808695652173913,0.8127312932341396
6,3,knn,optimized_action,resample16,272,0.6869565217391305,0.6618420322616085
6,3,rf,optimized_action,resample16,272,0.8608695652173913,0.8594531936923242
6,3,mlp,optimized_action,resample16,272,0.7304347826086957,0.7161546044524768
6,3,svm,optimized_full,global4,252,0.4782608695652174,0.49433001708543506
6,3,knn,optimized_full,global4,252,0.43478260869565216,0.4382946856631067
