repeat,shot,classifier,feature_set,encoding,num_features,accuracy,macro_f1
1,3,rf,optimized_full,global4,252,0.5565217391304348,0.5624895572263994
1,3,mlp,optimized_full,global4,252,0.45217391304347826,0.44086003102011434
1,3,svm,optimized_full,global5,315,0.4260869565217391,0.42636498008811846
1,3,knn,optimized_full,global5,315,0.3565217391304348,0.352391499235353
1,3,rf,optimized_full,global5,315,0.5478260869565217,0.5587696060336279
1,3,mlp,optimized_full,global5,315,0.46956521739130436,0.46822830707676916
1,3,svm,optimized_full,pyramid,945,0.34782608695652173,0.35126959662478785
1,3,knn,optimized_full,pyramid,945,0.28695652173913044,0.276276482555673
1,3,rf,optimized_full,pyramid,945,0.40869565217391307,0.4145587970877713
1,3,mlp,optimized_full,pyramid,945,0.3391304347826087,0.3384847134847135
1,3,svm,optimized_full,resample16,1008,0.34782608695652173,0.34731734421389593
1,3,knn,optimized_full,resample16,1008,0.25217391304347825,0.23035246077799268
1,3,rf,optimized_full,resample16,1008,0.5826086956521739,0.5830453149001537
1,3,mlp,optimized_full,resample16,1008,0.34782608695652173,0.3203540903540903
2,3,svm,raw,global4,252,0.4260869565217391,0.3889519109908915
2,3,knn,raw,global4,252,0.3565217391304348,0.34057423924540425
2,3,rf,raw,global4,252,0.43478260869565216,0.41095544497992437
2,3,mlp,raw,global4,252,0.3739130434782609,0.3534830787364294
2,3,svm,raw,global5,315,0.4434782608695652,0.4241748056259223
2,3,knn,raw,global5,315,0.3739130434782609,0.35657757560722647
2,3,rf,raw,global5,315,0.4434782608695652,0.41330625895843287
2,3,mlp,raw,global5,315,0.3652173913043478,0.3546211871793267
2,3,svm,raw,pyramid,945,0.41739130434782606,0.39376869994734554
2,3,knn,raw,pyramid,945,0.3565217391304348,0.33829666539761477
2,3,rf,raw,pyramid,945,0.41739130434782606,0.3819904834550143
2,3,mlp,raw,pyramid,945,0.3652173913043478,0.3699731570699312
2,3,svm,raw,resample16,1008,0.43478260869565216,0.4079276976560508
2,3,knn,raw,resample16,1008,0.391304347826087,0.37333777333777335
2,3,rf,raw,resample16,1008,0.5739130434782609,0.5674157818614706
2,3,mlp,raw,resample16,1008,0.41739130434782606,0.40432248922960995
2,3,svm,raw_pca11,global4,44,0.5565217391304348,0.5511475879013192
2,3,knn,raw_pca11,global4,44,0.4956521739130435,0.4926982851131458
2,3,rf,raw_pca11,global4,44,0.5739130434782609,0.5618243563256352
2,3,mlp,raw_pca11,global4,44,0.5739130434782609,0.5681600232558625
2,3,svm,raw_pca11,global5,55,0.6,0.598131692868535
2,3,knn,raw_pca11,global5,55,0.5391304347826087,0.5400421731691081
2,3,rf,raw_pca11,global5,55,0.5652173913043478,0.5408694979173702
2,3,mlp,raw_pca11,global5,55,0.6695652173913044,0.661747819695254
2,3,svm,raw_pca11,pyramid,165,0.6086956521739131,0.6034108184612529
2,3,knn,raw_pca11,pyramid,165,0.48695652173913045,0.48627232164466205
2,3,rf,raw_pca11,pyramid,165,0.6434782608695652,0.6336311836311838
2,3,mlp,raw_pca11,pyramid,165,0.5391304347826087,0.5021614796614796
2,3,svm,raw_pca11,resample16,176,0.6434782608695652,0.6355846574537277
2,3,knn,raw_pca11,resample16,176,0.5478260869565217,0.5269112695583283
2,3,rf,raw_pca11,resample16,176,0.6521739130434783,0.6261663108865404
2,3,mlp,raw_pca11,resample16,176,0.6086956521739131,0.5887593436373925
2,3,svm,raw_pca17,global4,68,0.7130434782608696,0.7105441671618142
2,3,knn,raw_pca17,global4,68,0.6086956521739131,0.607090259108043
2,3,rf,raw_pca17,global4,68,0.6260869565217392,0.6287762592895708
2,3,mlp,raw_pca17,global4,68,0.6260869565217392,0.6166155068594094
2,3,svm,raw_pca17,global5,85,0.6695652173913044,0.6770869245133951
2,3,knn,raw_pca17,global5,85,0.6347826086956522,0.6368478013214854
2,3,rf,raw_pca17,global5,85,0.7043478260869566,0.6995084868149885
2,3,mlp,raw_pca17,global5,85,0.7130434782608696,0.7173583768011013
2,3,svm,raw_pca17,pyramid,255,0.6782608695652174,0.6662948268261362
2,3,knn,raw_pca17,pyramid,255,0.5478260869565217,0.5522344144994521
2,3,rf,raw_pca17,pyramid,255,0.6347826086956522,0.633290164141228
2,3,mlp,raw_pca17,pyramid,255,0.5826086956521739,0.5713144963144964
2,3,svm,raw_pca17,resample16,272,0.7130434782608696,0.706593322619988
2,3,knn,raw_pca17,resample16,272,0.5565217391304348,0.5572008638537874
2,3,rf,raw_pca17,resample16,272,0.7304347826086957,0.7041792991113223
2,3,mlp,raw_pca17,resample16,272,0.7043478260869566,0.6997446776232937
2,3,svm,joint_angle,global4,44,0.7217391304347827,0.7244327553295387
2,3,knn,joint_angle,global4,44,0.7565217391304347,0.7501212298602007
2,3,rf,joint_angle,global4,44,0.8347826086956521,0.8339184556370051
2,3,mlp,joint_angle,global4,44,0.808695652173913,0.8064102564102565
2,3,svm,joint_angle,global5,55,0.7565217391304347,0.7592618730974907
2,3,knn,joint_angle,global5,55,0.782608695652174,0.7802808568937601
2,3,rf,joint_angle,global5,55,0.8173913043478261,0.8155382462068509
2,3,mlp,joint_angle,global5,55,0.8,0.796556456816638
2,3,svm,joint_angle,pyramid,165,0.8695652173913043,0.8712004369899106
2,3,knn,joint_angle,pyramid,165,0.8260869565217391,0.8279265043970927
2,3,rf,joint_angle,pyramid,165,0.8434782608695652,0.842040983532759
2,3,mlp,joint_angle,pyramid,165,0.8173913043478261,0.815747702589808
2,3,svm,joint_angle,resample16,176,0.8521739130434782,0.8534326735565125
2,3,knn,joint_angle,resample16,176,0.782608695652174,0.7767262679027386
2,3,rf,joint_angle,resample16,176,0.8434782608695652,0.8377140768588136
2,3,mlp,joint_angle,resample16,176,0.8,0.7905714902505662
2,3,svm,corrected,global4,68,0.8521739130434782,0.8516543884964939
2,3,knn,corrected,global4,68,0.782608695652174,0.781475419773292
2,3,rf,corrected,global4,68,0.8,0.7964268309663046
2,3,mlp,corrected,global4,68,0.782608695652174,0.7785582529484968
2,3,svm,corrected,global5,85,0.7391304347826086,0.734774267055775
2,3,knn,corrected,global5,85,0.7913043478260869,0.7905155155155156
2,3,rf,corrected,global5,85,0.808695652173913,0.8056019823618414
2,3,mlp,corrected,global5,85,0.7739130434782608,0.7742883055383055
2,3,svm,corrected,pyramid,255,0.8347826086956521,0.8337331513802102
2,3,knn,corrected,pyramid,255,0.7478260869565218,0.7454667903197314
2,3,rf,corrected,pyramid,255,0.7913043478260869,0.7872023809523809
2,3,mlp,corrected,pyramid,255,0.7652173913043478,0.7567790035531972
2,3,svm,corrected,resample16,272,0.8173913043478261,0.8203154974727017
2,3,knn,corrected,resample16,272,0.6695652173913044,0.6427069711647434
2,3,rf,corrected,resample16,272,0.808695652173913,0.7982256569465873
2,3,mlp,corrected,resample16,272,0.808695652173913,0.7995364170423179
2,3,svm,optimized_action,global4,68,0.808695652173913,0.8091257421604565
2,3,knn,optimized_action,global4,68,0.7652173913043478,0.7624426117847172
2,3,rf,optimized_action,global4,68,0.782608695652174,0.7828548112493269
2,3,mlp,optimized_action,global4,68,0.782608695652174,0.7794734177712902
2,3,svm,optimized_action,global5,85,0.8173913043478261,0.8176661573720398
2,3,knn,optimized_action,global5,85,0.7652173913043478,0.7648868509400358
2,3,rf,optimized_action,global5,85,0.7739130434782608,0.7757217280851734
2,3,mlp,optimized_action,global5,85,0.7739130434782608,0.7741298338217466
2,3,svm,optimized_action,pyramid,255,0.8173913043478261,0.8173693938399822
2,3,knn,optimized_action,pyramid,255,0.6869565217391305,0.6693605126342884
2,3,rf,optimized_action,pyramid,255,0.7913043478260869,0.7914997970577314
2,3,mlp,optimized_action,pyramid,255,0.7652173913043478,0.760100852075195
2,3,svm,optimized_action,resample16,272,0.8,0.8007497432497432
2,3,knn,optimized_action,resample16,272,0.6956521739130435,0.6633169538430871
2,3,rf,optimized_action,resample16,272,0.7739130434782608,0.7498687502563471
2,3,mlp,optimized_action,resample16,272,0.7652173913043478,0.7521121516090252
2,3,svm,optimized_full,global4,252,0.4608695652173913,0.46897570476001854
2,3,knn,optimized_full,global4,252,0.41739130434782606,0.365467058245516
2,3,rf,optimized_full,global4,252,0.5565217391304348,0.5418054014058453
2,3,mlp,optimized_full,global4,252,0.48695652173913045,0.4512759458441371
2,3,svm,optimized_full,global5,315,0.4608695652173913,0.4699544696495916
2,3,knn,optimized_full,global5,315,0.4260869565217391,0.38342867312605383
2,3,rf,optimized_full,global5,315,0.5739130434782609,0.548726567550097
2,3,mlp,optimized_full,global5,315,0.4260869565217391,0.3915922014858186
2,3,svm,optimized_full,pyramid,945,0.391304347826087,0.3685751376360377
2,3,knn,optimized_full,pyramid,945,0.34782608695652173,0.3239479293400862
2,3,rf,optimized_full,pyramid,945,0.4260869565217391,0.40685993911800367
2,3,mlp,optimized_full,pyramid,945,0.40869565217391307,0.38651321875006084
2,3,svm,optimized_full,resample16,1008,0.3826086956521739,0.339271341885852
2,3,knn,optimized_full,resample16,1008,0.34782608695652173,0.3070212559567882
2,3,rf,optimized_full,resample16,1008,0.4608695652173913,0.4239777954792235
2,3,mlp,optimized_full,resample16,1008,0.3739130434782609,0.31827382034612633
3,3,svm,raw,global4,252,0.40869565217391307,0.3716271793256685
3,3,knn,raw,global4,252,0.3739130434782609,0.3509329459789035
3,3,rf,raw,global4,252,0.3130434782608696,0.3101803394751433
3,3,mlp,raw,global4,252,0.3826086956521739,0.3494366744366744
3,3,svm,raw,global5,315,0.4260869565217391,0.38464370702147127
3,3,knn,raw,global5,315,0.3739130434782609,0.3507475467440906
3,3,rf,raw,global5,315,0.41739130434782606,0.40580130033756473
3,3,mlp,raw,global5,315,0.4,0.38406224723152277
3,3,svm,raw,pyramid,945,0.40869565217391307,0.4031717534675619
3,3,knn,raw,pyramid,945,0.33043478260869563,0.3088939927175221
3,3,rf,raw,pyramid,945,0.4,0.3923284914795951
3,3,mlp,raw,pyramid,945,0.4,0.39754460342695636
3,3,svm,raw,resample16,1008,0.34782608695652173,0.3182265473005184
3,3,knn,raw,resample16,1008,0.4,0.3554774783476609
3,3,rf,raw,resample16,1008,0.45217391304347826,0.45301000760849774
3,3,mlp,raw,resample16,1008,0.41739130434782606,0.4069636884854277
3,3,svm,raw_pca11,global4,44,0.5565217391304348,0.5543839758125473
3,3,knn,raw_pca11,global4,44,0.45217391304347826,0.4494142427756609
3,3,rf,raw_pca11,global4,44,0.4956521739130435,0.49248726184210057
3,3,mlp,raw_pca11,global4,44,0.5304347826086957,0.5211275154012679
3,3,svm,raw_pca11,global5,55,0.6260869565217392,0.610080089945451
3,3,knn,raw_pca11,global5,55,0.5391304347826087,0.5356026953674041
3,3,rf,raw_pca11,global5,55,0.5826086956521739,0.5743814451131524
3,3,mlp,raw_pca11,global5,55,0.5739130434782609,0.562300187956602
3,3,svm,raw_pca11,pyramid,165,0.5478260869565217,0.5416804954304955
3,3,knn,raw_pca11,pyramid,165,0.5130434782608696,0.5136896137239308
3,3,rf,raw_pca11,pyramid,165,0.6260869565217392,0.6080142149608094
3,3,mlp,raw_pca11,pyramid,165,0.5652173913043478,0.5653670196668918
3,3,svm,raw_pca11,resample16,176,0.5826086956521739,0.5808997005256771
3,3,knn,raw_pca11,resample16,176,0.5826086956521739,0.5669209773687386
3,3,rf,raw_pca11,resample16,176,0.7217391304347827,0.7179765130984643
3,3,mlp,raw_pca11,resample16,176,0.6608695652173913,0.6568701894247434
3,3,svm,raw_pca17,global4,68,0.5391304347826087,0.5135786170036497
3,3,knn,raw_pca17,global4,68,0.5130434782608696,0.49440702087286525
3,3,rf,raw_pca17,global4,68,0.5565217391304348,0.557469654528478
3,3,mlp,raw_pca17,global4,68,0.5565217391304348,0.5361040318701609
3,3,svm,raw_pca17,global5,85,0.5739130434782609,0.5446802813684458
3,3,knn,raw_pca17,global5,85,0.5739130434782609,0.5536685641998734
3,3,rf,raw_pca17,global5,85,0.5652173913043478,0.5549756275246471
3,3,mlp,raw_pca17,global5,85,0.4608695652173913,0.44460578844332344
3,3,svm,raw_pca17,pyramid,255,0.5391304347826087,0.533031783031783
3,3,knn,raw_pca17,pyramid,255,0.5130434782608696,0.5129354698477561
3,3,rf,raw_pca17,pyramid,255,0.6260869565217392,0.611193526621774
3,3,mlp,raw_pca17,pyramid,255,0.5130434782608696,0.5085817885817886
3,3,svm,raw_pca17,resample16,272,0.6,0.5920449792081888
3,3,knn,raw_pca17,resample16,272,0.6434782608695652,0.6301484895033281
3,3,rf,raw_pca17,resample16,272,0.7565217391304347,0.7663620059453393
3,3,mlp,raw_pca17,resample16,272,0.5739130434782609,0.5841073854528172
3,3,svm,joint_angle,global4,44,0.6260869565217392,0.6335893035893035
