feature_set,recall_mean,recall_std,f1_mean,f1_std,precision_mean,precision_std,accuracy_mean,accuracy_std,kappa_mean,kappa_std
raw,0.694444,0.027778,0.676984,0.053175,0.802778,0.002778,0.687500,0.062500,0.538211,0.071545
optimized_action,0.805556,0.027778,0.795635,0.045635,0.891667,0.025000,0.812500,0.062500,0.711963,0.092915
