repeat,classifier,feature_set,accuracy,macro_f1,kappa
15,mlp,corrected,0.8333333333333334,0.8444444444444444,0.7983193277310925
16,mlp,corrected,0.8333333333333334,0.8277777777777778,0.7983193277310925
17,mlp,corrected,0.9166666666666666,0.9111111111111111,0.8983050847457628
18,mlp,corrected,0.8333333333333334,0.8333333333333334,0.8
19,mlp,corrected,0.8333333333333334,0.7222222222222222,0.7931034482758621
0,svm,optimized_action,0.9166666666666666,0.9333333333333332,0.8974358974358975
1,svm,optimized_action,1.0,1.0,1.0
2,svm,optimized_action,1.0,1.0,1.0
3,svm,optimized_action,1.0,1.0,1.0
4,svm,optimized_action,1.0,1.0,1.0
5,svm,optimized_action,0.9166666666666666,0.8095238095238096,0.8947368421052632
6,svm,optimized_action,0.9166666666666666,0.9333333333333332,0.8974358974358975
7,svm,optimized_action,0.9166666666666666,0.8095238095238096,0.8947368421052632
8,svm,optimized_action,0.9166666666666666,0.9333333333333332,0.8974358974358975
9,svm,optimized_action,1.0,1.0,1.0
10,svm,optimized_action,0.9166666666666666,0.9111111111111111,0.8983050847457628
11,svm,optimized_action,1.0,1.0,1.0
12,svm,optimized_action,1.0,1.0,1.0
13,svm,optimized_action,1.0,1.0,1.0
14,svm,optimized_action,0.9166666666666666,0.8095238095238096,0.8947368421052632
15,svm,optimized_action,1.0,1.0,1.0
16,svm,optimized_action,1.0,1.0,1.0
17,svm,optimized_action,1.0,1.0,1.0
18,svm,optimized_action,1.0,1.0,1.0
19,svm,optimized_action,0.9166666666666666,0.8095238095238096,0.8947368421052632
0,knn,optimized_action,1.0,1.0,1.0
1,knn,optimized_action,0.8333333333333334,0.8555555555555555,0.7948717948717949
2,knn,optimized_action,0.9166666666666666,0.9333333333333332,0.8974358974358975
3,knn,optimized_action,1.0,1.0,1.0
4,knn,optimized_action,0.9166666666666666,0.9333333333333332,0.8974358974358974
5,knn,optimized_action,0.9166666666666666,0.9333333333333332,0.8974358974358975
6,knn,optimized_action,1.0,1.0,1.0
7,knn,optimized_action,0.9166666666666666,0.9333333333333332,0.8974358974358975
8,knn,optimized_action,0.9166666666666666,0.9111111111111111,0.8983050847457628
9,knn,optimized_action,0.9166666666666666,0.9333333333333332,0.8974358974358975
10,knn,optimized_action,1.0,1.0,1.0
11,knn,optimized_action,0.8333333333333334,0.8277777777777778,0.7983193277310925
12,knn,optimized_action,1.0,1.0,1.0
13,knn,optimized_action,1.0,1.0,1.0
14,knn,optimized_action,0.9166666666666666,0.9333333333333332,0.8974358974358974
15,knn,optimized_action,0.9166666666666666,0.9333333333333332,0.8974358974358975
16,knn,optimized_action,0.9166666666666666,0.9111111111111111,0.8983050847457628
17,knn,optimized_action,0.8333333333333334,0.8277777777777778,0.7983193277310925
18,knn,optimized_action,0.8333333333333334,0.8333333333333334,0.8
19,knn,optimized_action,0.9166666666666666,0.9111111111111111,0.8983050847457628
0,rf,optimized_action,0.9166666666666666,0.8888888888888888,0.8974358974358975
1,rf,optimized_action,0.9166666666666666,0.9111111111111111,0.8983050847457628
2,rf,optimized_action,1.0,1.0,1.0
3,rf,optimized_action,1.0,1.0,1.0
4,rf,optimized_action,0.9166666666666666,0.9111111111111111,0.8983050847457628
5,rf,optimized_action,0.9166666666666666,0.8095238095238096,0.8947368421052632
6,rf,optimized_action,0.9166666666666666,0.9428571428571427,0.896551724137931
7,rf,optimized_action,0.9166666666666666,0.8095238095238096,0.8947368421052632
8,rf,optimized_action,0.9166666666666666,0.9111111111111111,0.8983050847457628
9,rf,optimized_action,1.0,1.0,1.0
10,rf,optimized_action,1.0,1.0,1.0
11,rf,optimized_action,1.0,1.0,1.0
