sequence_id,frame_id,solve_time_ms,iterations,success,finite
01fd6a3af833,47,24.897800001781434,5,1,1
01fd6a3af833,48,27.02530000533443,6,1,1
01fd6a3af833,49,22.54170000378508,5,1,1
01fd6a3af833,50,29.441899998346344,6,1,1
01fd6a3af833,51,31.606000004103407,6,1,1
01fd6a3af833,52,25.219999995897524,5,1,1
01fd6a3af833,53,36.91019999678247,6,1,1
01fd6a3af833,54,29.075399987050332,6,1,1
01fd6a3af833,55,32.87650000129361,6,1,1
01fd6a3af833,56,34.87509999831673,6,1,1
01fd6a3af833,57,31.93250000185799,5,1,1
01fd6a3af833,58,30.450599995674565,6,1,1
01fd6a3af833,59,29.113099997630343,6,1,1
01fd6a3af833,60,36.05229999811854,7,1,1
01fd6a3af833,61,39.75650000211317,7,1,1
01fd6a3af833,62,35.13570000359323,6,1,1
01fd6a3af833,63,46.29580001346767,7,1,1
01fd6a3af833,64,35.49140000541229,7,1,1
01fd6a3af833,65,34.02720000303816,7,1,1
01fd6a3af833,66,26.373300002887845,6,1,1
01fd6a3af833,67,32.4148000072455,7,1,1
01fd6a3af833,68,31.813099994906224,7,1,1
01fd6a3af833,69,33.372999998391606,7,1,1
01fd6a3af833,70,28.713599996990524,6,1,1
01fd6a3af833,71,22.887099999934435,5,1,1
01fd6a3af833,72,28.699100002995692,6,1,1
01fd6a3af833,73,27.253699998254888,5,1,1
01fd6a3af833,74,29.204599995864555,5,1,1
01fd6a3af833,75,24.854899995261803,5,1,1
01fd6a3af833,76,22.722699999576434,5,1,1
01fd6a3af833,77,27.09199998935219,6,1,1
01fd6a3af833,78,26.151199999731034,6,1,1
01fd6a3af833,79,26.22939999855589,6,1,1
01fd6a3af833,80,28.91259999887552,6,1,1
01fd6a3af833,81,26.162200010730885,6,1,1
01fd6a3af833,82,26.439499997650273,6,1,1
01fd6a3af833,83,22.930000006454065,5,1,1
01fd6a3af833,84,22.574500006157905,5,1,1
01fd6a3af833,85,26.223000008030795,6,1,1
01fd6a3af833,86,29.11350000067614,6,1,1
01fd6a3af833,87,32.068600005004555,5,1,1
01fd6a3af833,88,27.082699991296977,5,1,1
01fd6a3af833,89,24.52429999539163,5,1,1
01fd6a3af833,90,24.154400001862086,5,1,1
01fd6a3af833,91,23.94349999667611,5,1,1
01fd6a3af833,92,29.008199999225326,6,1,1
01fd6a3af833,93,23.52729999984149,5,1,1
01fd6a3af833,94,27.809300008811988,6,1,1
01fd6a3af833,95,28.659800009336323,6,1,1
01fd6a3af833,96,26.170600001933053,6,1,1
01fd6a3af833,97,29.59289999853354,6,1,1
01fd6a3af833,98,21.996499999659136,5,1,1
01fd6a3af833,99,29.87060000305064,7,1,1
01fd6a3af833,100,33.01859999191947,6,1,1
01fd6a3af833,101,29.614800005219877,6,1,1
01fd6a3af833,102,28.052499998011626,6,1,1
01fd6a3af833,103,30.23610000673216,7,1,1
01fd6a3af833,104,34.062100006849505,7,1,1
01fd6a3af833,105,43.171900004381314,7,1,1
01fd6a3af833,106,35.94869999506045,5,1,1
01fd6a3af833,107,33.13849998812657,7,1,1
01fd6a3af833,108,23.886099996161647,5,1,1
01fd6a3af833,109,31.01230000902433,7,1,1
01fd6a3af833,110,32.69049999653362,7,1,1
01fd6a3af833,111,23.879800006398,5,1,1
01fd6a3af833,112,30.081399992923252,6,1,1
01fd6a3af833,113,34.52610000385903,6,1,1
01fd6a3af833,114,33.8186000008136,6,1,1
01fd6a3af833,115,30.199100001482293,6,1,1
01fd6a3af833,116,32.540500003960915,7,1,1
01fd6a3af833,117,27.241300005698577,6,1,1
01fd6a3af833,118,28.032600006554276,6,1,1
01fd6a3af833,119,32.69489998638164,6,1,1
01fd6a3af833,120,27.415800010203384,6,1,1
01fd6a3af833,121,29.740599988144822,5,1,1
01fd6a3af833,122,25.395200005732477,5,1,1
01fd6a3af833,123,23.751200002152473,5,1,1
01fd6a3af833,124,28.083400000468828,5,1,1
01fd6a3af833,125,30.140400005620904,5,1,1
01fd6a3af833,126,24.486799986334518,5,1,1
01fd6a3af833,127,29.40330001001712,6,1,1
01fd6a3af833,128,25.471699991612695,5,1,1
01fd6a3af833,129,32.36669999023434,6,1,1
01fd6a3af833,130,34.49459999683313,6,1,1
01fd6a3af833,131,31.323599992902018,6,1,1
01fd6a3af833,132,41.291500005172566,7,1,1
01fd6a3af833,133,29.03130000049714,5,1,1
01fd6a3af833,134,28.778200008673593,6,1,1
01fd6a3af833,135,26.287199987564236,6,1,1
04e16016884a,0,28.681600000709295,6,1,1
04e16016884a,1,40.27390001283493,7,1,1
04e16016884a,2,28.39500000118278,6,1,1
04e16016884a,3,28.77279999665916,6,1,1
04e16016884a,4,37.20459999749437,6,1,1
04e16016884a,5,27.58969999558758,6,1,1
04e16016884a,6,32.761099995695986,6,1,1
04e16016884a,7,29.39120000519324,6,1,1
04e16016884a,8,29.77890000329353,6,1,1
04e16016884a,9,28.68910001416225,6,1,1
04e16016884a,10,32.90630000992678,6,1,1
04e16016884a,11,36.92870000668336,6,1,1
04e16016884a,12,31.0656000074232,6,1,1
04e16016884a,13,29.63879999879282,6,1,1
04e16016884a,14,30.465800009551458,6,1,1
04e16016884a,15,31.771299996762536,6,1,1
04e16016884a,16,32.94829999504145,6,1,1
04e16016884a,17,30.385200007003732,6,1,1
04e16016884a,18,35.40330000396352,6,1,1
04e16016884a,19,33.42599999450613,6,1,1
04e16016884a,20,25.17739999166224,5,1,1
04e16016884a,21,25.613999998313375,5,1,1
04e16016884a,22,26.40160000009928,5,1,1
04e16016884a,23,35.62539999256842,6,1,1
04e16016884a,24,29.22470000339672,6,1,1
04e16016884a,25,40.9259000007296,6,1,1
04e16016884a,26,33.7537000013981,6,1,1
04e16016884a,27,39.64879999693949,7,1,1
04e16016884a,28,37.10500001034234,7,1,1
04e16016884a,29,36.92080000473652,7,1,1
04e16016884a,30,34.6780999971088,7,1,1
04e16016884a,31,40.530199999921024,6,1,1
04e16016884a,32,31.27890000178013,6,1,1
04e16016884a,33,34.21149999485351,7,1,1
04e16016884a,34,32.9516999918269,7,1,1
04e16016884a,35,34.08500000659842,7,1,1
04e16016884a,36,29.466399995726533,5,1,1
04e16016884a,37,25.51550000498537,6,1,1
04e16016884a,38,25.73379999375902,6,1,1
04e16016884a,39,28.086799997254275,6,1,1
04e16016884a,40,25.32999998948071,6,1,1
04e16016884a,41,27.49049999692943,6,1,1
04e16016884a,42,28.10690000478644,6,1,1
04e16016884a,43,26.41099999891594,6,1,1
04e16016884a,44,29.26189999561757,6,1,1
04e16016884a,45,31.34210000280291,6,1,1
04e16016884a,46,31.396300008054823,6,1,1
04e16016884a,47,30.95420000317972,6,1,1
04e16016884a,48,28.273099989746697,6,1,1
04e16016884a,49,27.239899995038286,6,1,1
04e16016884a,50,28.66850000282284,6,1,1
04e16016884a,51,32.86229999503121,6,1,1
04e16016884a,52,27.495600006659515,5,1,1
04e16016884a,53,33.066499992855825,6,1,1
04e16016884a,54,27.943900000536814,5,1,1
04e16016884a,55,45.28859999845736,7,1,1
04e16016884a,56,27.776000002631918,6,1,1
04e16016884a,57,29.927600000519305,5,1,1
04e16016884a,58,22.643500007689,5,1,1
04e16016884a,59,22.708000004058704,5,1,1
04e16016884a,60,27.643200010061264,6,1,1
04e16016884a,61,26.235400000587106,6,1,1
04e16016884a,62,30.878100005793385,7,1,1
04e16016884a,63,30.618900011177175,6,1,1
04e16016884a,64,31.765899999300018,6,1,1
04e16016884a,65,31.673300007241778,6,1,1
04e16016884a,66,29.255799992824905,5,1,1
04e16016884a,67,27.55790000082925,6,1,1
04e16016884a,68,36.25340000144206,6,1,1
04e16016884a,69,33.35569999762811,6,1,1
04e16016884a,70,34.17559999797959,6,1,1
04e16016884a,71,31.93430000101216,6,1,1
04e16016884a,72,25.71719999832567,6,1,1
04e16016884a,73,28.824900000472553,6,1,1
04e16016884a,74,30.335500006913207,6,1,1
04e16016884a,75,29.458599994541146,6,1,1
04e16016884a,76,32.96579999732785,6,1,1
04e16016884a,77,34.88099999958649,6,1,1
04e16016884a,78,36.935799987986684,6,1,1
04e16016884a,79,31.53069999825675,6,1,1
04e16016884a,80,28.27169999363832,6,1,1
04e16016884a,81,33.538299991050735,6,1,1
04e16016884a,82,30.1919000048656,6,1,1
04e16016884a,83,31.239799995091744,6,1,1
04e16016884a,84,27.251300009083934,6,1,1
04e16016884a,85,38.377900011255406,7,1,1
04e16016884a,86,22.758799997973256,5,1,1
04e16016884a,87,27.305199997499585,6,1,1
065ced8f3f3c,0,26.8826999963494,6,1,1
065ced8f3f3c,1,30.60379999806173,6,1,1
065ced8f3f3c,2,30.39530001115054,6,1,1
065ced8f3f3c,3,30.396899994229898,6,1,1
065ced8f3f3c,4,40.249400000902824,6,1,1
065ced8f3f3c,5,35.94820000580512,6,1,1
065ced8f3f3c,6,35.68339999765158,6,1,1
065ced8f3f3c,7,44.57810000167228,7,1,1
065ced8f3f3c,8,34.418499999446794,6,1,1
065ced8f3f3c,9,35.28799999912735,6,1,1
065ced8f3f3c,10,28.76549999928102,5,1,1
065ced8f3f3c,11,27.51620000344701,5,1,1
065ced8f3f3c,12,32.22510000341572,6,1,1
065ced8f3f3c,13,31.119999999646097,6,1,1
065ced8f3f3c,14,25.582300004316494,6,1,1
065ced8f3f3c,15,29.1713000042364,7,1,1
065ced8f3f3c,16,31.17670000938233,7,1,1
065ced8f3f3c,17,35.25230000377633,7,1,1
065ced8f3f3c,18,36.82629999821074,7,1,1
065ced8f3f3c,19,31.25939999881666,6,1,1
065ced8f3f3c,20,28.831300005549565,6,1,1
065ced8f3f3c,21,31.386100003146566,6,1,1
065ced8f3f3c,22,28.879000004963018,6,1,1
065ced8f3f3c,23,27.68459999060724,6,1,1
065ced8f3f3c,24,28.981199997360818,6,1,1
065ced8f3f3c,25,27.13340001355391,6,1,1
065ced8f3f3c,26,26.599000004353,6,1,1
065ced8f3f3c,27,26.792200005729683,6,1,1
065ced8f3f3c,28,29.97200000390876,6,1,1
065ced8f3f3c,29,30.705099998158403,6,1,1
065ced8f3f3c,30,26.292300011846237,6,1,1
065ced8f3f3c,31,29.865399992559105,6,1,1
065ced8f3f3c,32,33.685200003674254,6,1,1
065ced8f3f3c,33,27.87960000569001,6,1,1
065ced8f3f3c,34,28.793799996492453,6,1,1
065ced8f3f3c,35,26.38650000153575,6,1,1
065ced8f3f3c,36,27.291499995044433,6,1,1
065ced8f3f3c,37,27.953500000876375,6,1,1
065ced8f3f3c,38,26.886100007686764,6,1,1
065ced8f3f3c,39,33.60910000628792,6,1,1
065ced8f3f3c,40,31.123599997954443,6,1,1
065ced8f3f3c,41,30.31149999878835,7,1,1
065ced8f3f3c,42,30.215400009183213,7,1,1
065ced8f3f3c,43,23.615600002813153,5,1,1
065ced8f3f3c,44,23.786799996742047,5,1,1
065ced8f3f3c,45,22.826699991128407,5,1,1
065ced8f3f3c,46,25.30720000504516,6,1,1
065ced8f3f3c,47,25.54269999382086,6,1,1
065ced8f3f3c,48,28.199899999890476,6,1,1
065ced8f3f3c,49,27.401800005463883,6,1,1
065ced8f3f3c,50,32.15690000797622,6,1,1
065ced8f3f3c,51,27.738699995097704,6,1,1
065ced8f3f3c,52,27.075999998487532,6,1,1
065ced8f3f3c,53,26.876200005062856,5,1,1
065ced8f3f3c,54,27.817800000775605,6,1,1
065ced8f3f3c,55,27.966299996478483,6,1,1
065ced8f3f3c,56,32.07270000712015,6,1,1
065ced8f3f3c,57,32.346400010283105,6,1,1
065ced8f3f3c,58,33.79839999251999,6,1,1
065ced8f3f3c,59,37.52379999787081,6,1,1
065ced8f3f3c,60,32.96739999495912,6,1,1
065ced8f3f3c,61,37.26650000317022,6,1,1
065ced8f3f3c,62,26.666799996746704,5,1,1
065ced8f3f3c,63,23.070200011716224,5,1,1
065ced8f3f3c,64,26.124600000912324,5,1,1
065ced8f3f3c,65,22.74790000228677,5,1,1
065ced8f3f3c,66,32.80790000280831,6,1,1
065ced8f3f3c,67,28.536500001791865,5,1,1
065ced8f3f3c,68,36.40849998919293,6,1,1
065ced8f3f3c,69,33.96269999211654,6,1,1
065ced8f3f3c,70,33.213300004717894,6,1,1
065ced8f3f3c,71,29.672900011064485,6,1,1
065ced8f3f3c,72,28.268099995329976,6,1,1
065ced8f3f3c,73,29.037499989499338,6,1,1
065ced8f3f3c,74,27.043499998399056,6,1,1
065ced8f3f3c,75,36.249800003133714,6,1,1
